clip_id,speech_sec,voiced_ratio,n_seg
QsUj_OlGQ-0.005,13.702,0.9134666666666666,5
Qu81v9Aybv4.000,12.652,0.8434666666666666,5
Qu81v9Aybv4.002,13.966,0.9310666666666666,3
Qu81v9Aybv4.003,11.43,0.762,5
Qu81v9Aybv4.004,13.226,0.8817333333333334,4
Qu81v9Aybv4.005,11.426,0.7617333333333334,6
QuwVzi2tQrQ.005,14.416,0.9610666666666668,3
QyVTG0sGKg0.001,14.608,0.9738666666666668,3
QyVTG0sGKg0.002,14.182,0.9454666666666668,5
Qz_cjgCtDcM.001,14.866,0.9910666666666668,2
Qz_cjgCtDcM.003,14.966,0.9977333333333332,1
Qz_cjgCtDcM.005,14.806,0.9870666666666666,1
Qzu9b49qvKo.003,11.358,0.7572,7
R-qB2FX7ZbE.001,8.264,0.5509333333333333,6
R-qB2FX7ZbE.004,6.018,0.4012,6
R-vly7LKotQ.003,14.602,0.9734666666666668,4
R0RURVpmU9M.004,9.672,0.6448,6
R42dmIPCXwo.001,14.058,0.9372,4
R42dmIPCXwo.003,14.772,0.9848,2
R5uXsQsO6Uo.002,13.858,0.9238666666666668,6
R6NTuhZtOks.003,12.746,0.8497333333333333,4
R6NTuhZtOks.005,13.0,0.8666666666666667,5
R8Gpa-rRywc.001,14.318,0.9545333333333332,3
RB9vu-0Y_Fk.001,14.67,0.978,3
RCr48dXuZYE.002,12.582,0.8388000000000001,5
RDOngWykAQU.000,14.834,0.9889333333333332,2
RDOngWykAQU.002,14.834,0.9889333333333332,2
RDOngWykAQU.003,13.524,0.9016,3
REAxeTWo1QM.002,12.72,0.8480000000000001,4
RGuHfwIRKpA.000,14.474,0.9649333333333332,4
RGuHfwIRKpA.001,11.85,0.7899999999999999,6
RHEkTC8UfME.000,14.51,0.9673333333333332,3
RHEkTC8UfME.003,14.342,0.9561333333333334,5
RMA5HIyEsXc.000,14.032,0.9354666666666668,4
ROTx-0q1F9M.001,13.396,0.8930666666666667,3
ROTx-0q1F9M.004,14.998,0.9998666666666666,1
ROTx-0q1F9M.005,12.81,0.854,4
RQdZHLGGR_E.001,14.774,0.9849333333333332,1
RQeoo3idUJc.004,11.81,0.7873333333333333,6
RTJK4Duuxsc.003,14.544,0.9696,3
RW4a2ERzTO8.000,12.614,0.8409333333333334,5
RWfY3Xk0XPQ.002,13.698,0.9132,6
RWfY3Xk0XPQ.003,14.474,0.9649333333333332,4
RWfY3Xk0XPQ.005,13.168,0.8778666666666666,4
RWhyKkFI3zw.001,13.57,0.9046666666666668,6
RWhyKkFI3zw.004,13.124,0.8749333333333333,6
RWhyKkFI3zw.005,13.744,0.9162666666666668,4
RYG6XhdmPY0.001,13.64,0.9093333333333332,5
RYG6XhdmPY0.002,14.45,0.9633333333333332,2
RYG6XhdmPY0.004,12.454,0.8302666666666667,5
RYG6XhdmPY0.005,13.866,0.9244,4
RZOimXPTG0s.000,14.552,0.9701333333333332,2
RZOimXPTG0s.002,14.804,0.9869333333333332,2
RZOimXPTG0s.003,14.772,0.9848,2
RZgTERiRDjA.001,14.348,0.9565333333333332,4
R_6hhFo7M3o.002,11.856,0.7904,4
R_6hhFo7M3o.003,13.214,0.8809333333333333,7
R_LJX7wszPY.000,8.076,0.5384,5
RbX4q4KceVk.000,12.79,0.8526666666666666,9
RbX4q4KceVk.003,13.83,0.922,5
RbX4q4KceVk.004,12.964,0.8642666666666667,7
RbX4q4KceVk.005,13.278,0.8852,7
RdHnu7ZxjzI.000,12.066,0.8044,6
RdHnu7ZxjzI.002,11.528,0.7685333333333334,6
RgZTZIf8K8g.000,13.344,0.8896,7
RgZTZIf8K8g.001,11.748,0.7832,7
RgZTZIf8K8g.002,12.19,0.8126666666666666,7
RgZTZIf8K8g.003,5.336,0.3557333333333333,2
RhFPotjd0hM.002,11.66,0.7773333333333333,5
RhFPotjd0hM.003,10.212,0.6808,7
RhFPotjd0hM.004,11.354,0.7569333333333332,8
RhSWpef2e6s.000,14.516,0.9677333333333332,2
RlUuWWWFrhM.005,12.414,0.8276,7
RlaaCqle7tY.003,12.878,0.8585333333333334,3
RlaaCqle7tY.005,14.51,0.9673333333333332,3
Rops7WYMCCY.000,12.418,0.8278666666666666,6
Rops7WYMCCY.001,11.694,0.7796000000000001,5
Rops7WYMCCY.002,12.478,0.8318666666666666,7
Rops7WYMCCY.003,9.818,0.6545333333333333,8
Rp_gyvKE4hI.000,14.376,0.9584,5
Rp_gyvKE4hI.001,14.316,0.9544,4
Rp_gyvKE4hI.002,14.67,0.978,3
Rp_gyvKE4hI.004,15.0,1.0,1
Rp_gyvKE4hI.005,4.092,0.2728,1
RrvG7JlKoXM.002,14.218,0.9478666666666666,4
RrvG7JlKoXM.004,13.798,0.9198666666666668,5
RrvG7JlKoXM.005,13.51,0.9006666666666666,5
RsYSOFRFszk.001,14.444,0.9629333333333334,4
RsYSOFRFszk.004,14.218,0.9478666666666666,4
RsjDkkvJirs.005,13.878,0.9252,3
Rsz-26AaL2o.001,11.806,0.7870666666666666,7
RtNylXap2qk.000,12.578,0.8385333333333332,6
RtNylXap2qk.001,11.686,0.7790666666666667,5
RtNylXap2qk.005,12.702,0.8468,7
RthpiC1KtSg.000,14.67,0.978,3
RthpiC1KtSg.003,14.482,0.9654666666666666,2
RthpiC1KtSg.004,13.46,0.8973333333333334,3
RuRn2t7iPSc.000,14.514,0.9676,2
RuRn2t7iPSc.002,14.282,0.9521333333333334,4
RuRn2t7iPSc.004,13.122,0.8748,6
RvoxbgEP49Q.003,14.738,0.9825333333333331,2
RvoxbgEP49Q.005,14.642,0.9761333333333332,2
Rw_ZLT9vZTI.003,15.0,1.0,1
Rw_ZLT9vZTI.005,14.738,0.9825333333333331,2
Rwsss8y1bf0.000,14.998,0.9998666666666666,1
Rwsss8y1bf0.002,13.802,0.9201333333333334,4
Rwsss8y1bf0.004,14.836,0.9890666666666666,2
Ry5JJvTfP-8.002,11.422,0.7614666666666667,7
Ry5JJvTfP-8.004,12.066,0.8044,6
S-e9-bW4seo.001,12.558,0.8371999999999999,5
S-e9-bW4seo.004,13.7,0.9133333333333332,6
S-jhg6Y5OrE.001,12.174,0.8116,3
S0QIXcQGG-g.000,13.936,0.9290666666666668,4
S0QIXcQGG-g.001,14.518,0.9678666666666668,1
S0QIXcQGG-g.002,14.674,0.9782666666666666,2
S0QIXcQGG-g.004,14.606,0.9737333333333332,3
S1AEj1kO5dc.002,11.97,0.798,6
S1AEj1kO5dc.004,12.674,0.8449333333333333,6
S1AEj1kO5dc.005,8.614,0.5742666666666667,5
SBEad3L1Hdc.000,14.67,0.978,3
SBEad3L1Hdc.001,9.6,0.64,8
SBEad3L1Hdc.003,13.322,0.8881333333333333,4
SCZLT4fH5B8.000,13.542,0.9028,5
SCZLT4fH5B8.001,12.71,0.8473333333333334,5
SCnQFpdklMg.001,11.248,0.7498666666666666,4
SCnQFpdklMg.002,13.03,0.8686666666666666,5
SCnQFpdklMg.004,12.134,0.8089333333333334,5
SCnQFpdklMg.005,11.328,0.7552,8
SEELGB_-uWU.001,7.902,0.5268,7
SEELGB_-uWU.002,7.824,0.5216,4
SEELGB_-uWU.003,10.468,0.6978666666666666,7
SEELGB_-uWU.005,12.45,0.83,6
SFRis1tTZWk.002,13.25,0.8833333333333333,6
SFRis1tTZWk.003,13.306,0.8870666666666666,8
SFxiMxHvJuo.000,13.614,0.9076,3
SFxiMxHvJuo.001,13.094,0.8729333333333333,5
SFxiMxHvJuo.005,13.708,0.9138666666666668,5
SG2QAh_50ek.001,14.32,0.9546666666666668,3
SG2QAh_50ek.005,12.104,0.8069333333333333,6
SI93csgHMTk.004,12.746,0.8497333333333333,4
SIpQm4G4DDg.000,12.358,0.8238666666666667,5
SIpQm4G4DDg.004,12.608,0.8405333333333334,7
SM0i7RkOjPk.000,14.314,0.9542666666666668,4
SM0i7RkOjPk.005,13.962,0.9308,4
SOxdUtjGmAo.001,12.91,0.8606666666666667,3
SOxdUtjGmAo.002,13.094,0.8729333333333333,5
SOxdUtjGmAo.003,14.802,0.9868,2
SPD5fXHVyIk.002,7.856,0.5237333333333333,4
SPD5fXHVyIk.004,7.98,0.532,5
SPpox8EGQqU.001,14.196,0.9464,2
SR1Q5M2urxY.003,13.186,0.8790666666666667,6
SR1Q5M2urxY.004,13.994,0.9329333333333332,4
SRjhmQTPOmA.002,14.13,0.942,2
SRjhmQTPOmA.004,11.586,0.7724,6
SRjhmQTPOmA.005,12.68,0.8453333333333333,5
SUI6WNryjqw.000,14.166,0.9444,1
SUI6WNryjqw.002,14.838,0.9892,1
SUI6WNryjqw.003,13.494,0.8996,1
SUY_HDzgvGA.003,13.314,0.8876000000000001,6
SYlV95nPTPs.001,13.962,0.9308,4
Sa7iqqSbaTU.000,11.656,0.7770666666666667,6
Sa7iqqSbaTU.002,13.386,0.8924,4
Sb1b8JMVhLs.000,14.798,0.9865333333333334,3
Sb1b8JMVhLs.002,14.834,0.9889333333333332,2
Sb1b8JMVhLs.005,14.11,0.9406666666666668,7
SbtIS7XwkLU.001,7.492,0.4994666666666666,7
SbtIS7XwkLU.005,14.03,0.9353333333333332,3
Sdqg-jn_tBk.000,11.49,0.766,6
Sdqg-jn_tBk.001,12.348,0.8232,8
Sdqg-jn_tBk.004,12.898,0.8598666666666667,6
Se3Gts4u1vs.000,9.314,0.6209333333333333,6
Se3Gts4u1vs.005,13.228,0.8818666666666667,4
SfldZBPyPFo.001,14.158,0.9438666666666666,3
SfldZBPyPFo.002,12.582,0.8388000000000001,5
SfldZBPyPFo.003,12.474,0.8316,8
SgWtBK48AjE.001,11.038,0.7358666666666667,7
SgzOYog1pH4.001,14.898,0.9932,2
SgzOYog1pH4.003,15.0,1.0,1
Shf0JB_MutI.001,14.45,0.9633333333333332,2
SkNO4x-LSgE.004,11.718,0.7812,5
SkNO4x-LSgE.005,14.186,0.9457333333333332,4
SoHlnvNirJg.001,11.518,0.7678666666666667,7
SsoZjq7x4MA.000,14.226,0.9484,2
SsoZjq7x4MA.004,12.514,0.8342666666666666,6
SxKLweLx_ZE.000,12.162,0.8108000000000001,6
SxRNdq2nGN0.000,14.226,0.9484,2
SxRNdq2nGN0.001,13.546,0.9030666666666666,4
SxRNdq2nGN0.002,12.304,0.8202666666666667,4
SyaRn3MHEIE.003,12.55,0.8366666666666667,5
SyaRn3MHEIE.004,13.998,0.9332,3
T-mK85acIOc.004,13.39,0.8926666666666667,3
T-mK85acIOc.005,8.606,0.5737333333333333,7
T0drx76OLAc.000,14.186,0.9457333333333332,4
T1--98_78ns.003,14.578,0.9718666666666668,2
T1_6sVNHG70.000,10.604,0.7069333333333333,5
T1_6sVNHG70.001,12.204,0.8136,5
T1_6sVNHG70.005,12.94,0.8626666666666666,5
T1tJTwlGqOM.000,10.688,0.7125333333333334,8
T1tJTwlGqOM.001,12.702,0.8468,7
T1tJTwlGqOM.004,10.95,0.73,5
T1tJTwlGqOM.005,10.936,0.7290666666666666,9
T3v3-2tvV0s.000,13.414,0.8942666666666667,5
T4eZ81aJwJI.000,11.3,0.7533333333333334,6
T4eZ81aJwJI.003,12.898,0.8598666666666667,6
T4eZ81aJwJI.004,12.29,0.8193333333333332,6
T4eZ81aJwJI.005,13.504,0.9002666666666667,7
T6CMGXdPUTA.000,14.834,0.9889333333333332,2
T6CMGXdPUTA.001,14.478,0.9652,3
T6CMGXdPUTA.002,14.672,0.9781333333333334,3
T8ibN-b3h7Y.001,14.158,0.9438666666666666,3
T9xSEBSaL7Q.003,10.778,0.7185333333333334,8
TCzYD74Xqe8.000,14.998,0.9998666666666666,1
TCzYD74Xqe8.002,14.734,0.9822666666666666,3
TD2jIXMD-SM.001,12.778,0.8518666666666667,4
TD2jIXMD-SM.002,12.93,0.862,6
TD2jIXMD-SM.005,12.286,0.8190666666666666,7
TD3H2DOSi1Y.001,14.644,0.9762666666666668,2
TEGJrmNFvXY.001,13.834,0.9222666666666668,4
TEGJrmNFvXY.004,13.89,0.926,6
THO-md3eEkA.000,11.138,0.7425333333333334,6
THO-md3eEkA.003,11.302,0.7534666666666666,5
THO-md3eEkA.004,13.112,0.8741333333333333,2
TIRrlL71dEQ.000,13.734,0.9156,5
TIRrlL71dEQ.005,12.52,0.8346666666666667,6
TJD__22fOr0.000,14.286,0.9524,3
TJJJfJfj46M.001,11.522,0.7681333333333333,6
TNjEJGdqmH0.000,10.988,0.7325333333333333,5
TNjEJGdqmH0.001,11.178,0.7452000000000001,4
TNjEJGdqmH0.002,11.492,0.7661333333333334,6
TNjEJGdqmH0.003,12.806,0.8537333333333332,5
TNjEJGdqmH0.005,10.18,0.6786666666666666,7
TNtcyfM9jak.000,12.144,0.8096,3
TNtcyfM9jak.001,14.77,0.9846666666666668,2
TNtcyfM9jak.002,13.416,0.8944,6
TNtcyfM9jak.003,9.734,0.6489333333333334,5
TNtcyfM9jak.005,14.008,0.9338666666666666,2
TPRQyuiNYmI.002,13.508,0.9005333333333333,6
TPk6KiHuPag.000,14.678,0.9785333333333334,1
TPk6KiHuPag.001,14.866,0.9910666666666668,2
TPk6KiHuPag.003,14.546,0.9697333333333332,2
TPk6KiHuPag.004,14.902,0.9934666666666666,1
TQHzCznQ14Y.000,12.046,0.8030666666666666,5
TQHzCznQ14Y.003,13.218,0.8812,6
TSGpD2NBeCQ.002,13.45,0.8966666666666666,4
TTuysItuSdo.004,12.262,0.8174666666666667,5
TTx4lC7LLcI.000,14.966,0.9977333333333332,1
TTx4lC7LLcI.001,14.386,0.9590666666666666,2
TUaOp5eIU2c.000,11.46,0.764,6
TUaOp5eIU2c.001,13.834,0.9222666666666668,4
TUaOp5eIU2c.002,10.052,0.6701333333333334,7
TUaOp5eIU2c.003,12.258,0.8171999999999999,6
TWKKCoT4FTc.001,14.736,0.9824,3
T_X16g5ExgE.005,14.22,0.948,4
TaL5JleXDP8.003,14.64,0.976,3
TaL5JleXDP8.005,13.158,0.8772,5
TaTMtWvSmu4.000,13.834,0.9222666666666668,4
TaTMtWvSmu4.001,14.8,0.9866666666666668,3
TaTMtWvSmu4.003,15.0,1.0,1
TaTMtWvSmu4.004,14.868,0.9912,2
Tad9Q9OFjJw.002,12.798,0.8532,7
Tad9Q9OFjJw.003,13.754,0.9169333333333332,8
Tad9Q9OFjJw.004,14.438,0.9625333333333334,5
Tch2Bt9b8AY.001,14.222,0.9481333333333332,3
TeNC9wOhlXM.000,11.706,0.7804,8
Tg8a_iNEamM.000,10.988,0.7325333333333333,5
Tg8a_iNEamM.005,12.966,0.8644,5
TiQF5QduRNE.003,8.894,0.5929333333333333,7
Tm44tg1zPwU.004,13.158,0.8772,5
TmpP2fXeVtk.000,10.1,0.6733333333333333,3
TmpP2fXeVtk.002,14.346,0.9564,4
TmpP2fXeVtk.003,14.184,0.9456,5
TmyDT-HC3qI.001,14.122,0.9414666666666668,4
TmyDT-HC3qI.002,14.574,0.9716,3
Tr3A7WODEuM.001,14.19,0.946,3
TursJyaFzqY.000,14.126,0.9417333333333332,3
TursJyaFzqY.002,11.898,0.7932,8
TursJyaFzqY.003,14.156,0.9437333333333334,4
TursJyaFzqY.004,14.256,0.9504,3
TursJyaFzqY.005,14.734,0.9822666666666666,3
TwWDFpN3occ.001,13.868,0.9245333333333332,4
TwWDFpN3occ.002,13.026,0.8684,6
TwWDFpN3occ.003,13.904,0.9269333333333332,3
TzW_VxrCR30.002,14.448,0.9632,3
U-PRay-woXU.000,14.648,0.9765333333333334,2
U-PRay-woXU.002,13.624,0.9082666666666668,2
U-PRay-woXU.004,14.154,0.9436,4
U-PRay-woXU.005,13.966,0.9310666666666666,3
U-XrzfFzMkg.004,12.692,0.8461333333333333,3
U-XrzfFzMkg.005,10.398,0.6931999999999999,7
U22Jy0m5xSQ.001,14.126,0.9417333333333332,3
U22Jy0m5xSQ.005,13.798,0.9198666666666668,5
U2RemWUyjts.000,14.866,0.9910666666666668,2
U2RemWUyjts.003,14.708,0.9805333333333334,2
U2lT_RogJMM.001,14.352,0.9568,3
U3UaF1aFek4.001,12.044,0.8029333333333334,5
U3UaF1aFek4.002,14.246,0.9497333333333332,5
U3UaF1aFek4.005,11.068,0.7378666666666667,8
U9NlCSah83U.001,12.798,0.8532,7
U9cidDFDTQE.001,14.67,0.978,3
U9cidDFDTQE.003,14.668,0.9778666666666668,4
U9cidDFDTQE.004,14.29,0.9526666666666668,2
UA6UY69EVSI.000,12.002,0.8001333333333334,6
UA6UY69EVSI.002,13.992,0.9328,5
UA6UY69EVSI.004,13.38,0.892,6
UANQntvIqVk.000,14.122,0.9414666666666668,4
UANQntvIqVk.003,14.61,0.974,2
UANQntvIqVk.004,14.998,0.9998666666666666,1
UCKiPkp4ZkA.000,14.002,0.9334666666666668,4
UD-8YYU7GZs.000,12.55,0.8366666666666667,5
UD-8YYU7GZs.003,12.97,0.8646666666666667,6
UD-8YYU7GZs.004,12.09,0.8059999999999999,8
UEYKBC_SuzU.001,11.658,0.7772,6
UEYKBC_SuzU.004,13.326,0.8884000000000001,3
UGn9Q8Fe9jw.001,11.47,0.7646666666666667,3
UGp1GNK0GWg.000,11.45,0.7633333333333333,8
UGsr6Vnqf7I.003,14.734,0.9822666666666666,3
UGsr6Vnqf7I.004,14.54,0.9693333333333332,4
UKHSKkb0V1o.003,14.934,0.9956,1
UKHSKkb0V1o.004,14.836,0.9890666666666666,2
UKHSKkb0V1o.005,14.158,0.9438666666666666,3
UMMhvyjgRnM.004,12.358,0.8238666666666667,5
UMgeWS5r3IE.005,11.372,0.7581333333333333,13
UOvgGSx9k_k.001,13.582,0.9054666666666668,3
UOvgGSx9k_k.003,12.502,0.8334666666666667,1
UQeuBvZNusI.000,14.348,0.9565333333333332,4
UQeuBvZNusI.001,12.488,0.8325333333333333,6
UQeuBvZNusI.003,11.782,0.7854666666666666,7
US4PxgfKDeA.000,13.766,0.9177333333333332,5
US4PxgfKDeA.003,13.058,0.8705333333333333,6
US4PxgfKDeA.004,13.902,0.9268,3
USO-o9dHJ3U.000,13.286,0.8857333333333333,5
USO-o9dHJ3U.001,13.808,0.9205333333333332,4
USO-o9dHJ3U.004,13.346,0.8897333333333334,6
USO-o9dHJ3U.005,14.608,0.9738666666666668,3
USicjVA1trA.003,12.67,0.8446666666666667,7
USicjVA1trA.004,11.898,0.7932,8
USicjVA1trA.005,12.634,0.8422666666666667,8
UVMEzA3yHsM.001,14.838,0.9892,1
UVMEzA3yHsM.003,13.03,0.8686666666666666,5
UVvBaGOxwRI.000,13.282,0.8854666666666666,6
UWVOT3YPQH4.001,14.836,0.9890666666666666,2
UWVOT3YPQH4.002,14.06,0.9373333333333334,4
UWVOT3YPQH4.004,14.254,0.9502666666666666,3
UWVOT3YPQH4.005,13.556,0.9037333333333332,3
U_QQ8EuuWPg.000,14.57,0.9713333333333334,4
U_QQ8EuuWPg.001,14.998,0.9998666666666666,1
U_QQ8EuuWPg.002,15.0,1.0,1
U_QQ8EuuWPg.003,14.998,0.9998666666666666,1
U_QQ8EuuWPg.005,14.538,0.9692,4
UcyjGGEBn30.001,14.836,0.9890666666666666,2
UcyjGGEBn30.004,13.09,0.8726666666666667,6
UcyjGGEBn30.005,14.87,0.9913333333333332,1
UhNyHUwo1SY.001,14.284,0.9522666666666668,4
UhNyHUwo1SY.003,13.93,0.9286666666666666,4
Ui1ajQU5Ib8.000,12.588,0.8392,5
Ui1ajQU5Ib8.001,13.324,0.8882666666666666,4
Ui1ajQU5Ib8.005,13.862,0.9241333333333334,5
UipoC_HLOP0.001,13.282,0.8854666666666666,6
UipoC_HLOP0.003,13.0,0.8666666666666667,5
UipoC_HLOP0.004,11.354,0.7569333333333332,8
UjqpaK1HlKI.004,13.41,0.894,6
UjqpaK1HlKI.005,14.122,0.9414666666666668,4
UoC_4qi_m9c.002,10.718,0.7145333333333334,9
UoC_4qi_m9c.003,9.174,0.6115999999999999,9
UqfFvPT9mEs.000,14.898,0.9932,2
UrOamWOcOwQ.000,12.426,0.8284,6
UrOamWOcOwQ.002,13.894,0.9262666666666668,5
UrOamWOcOwQ.003,13.702,0.9134666666666666,5
UrOamWOcOwQ.004,12.806,0.8537333333333332,5
UrOamWOcOwQ.005,11.674,0.7782666666666667,8
UsmwjNu3kgQ.001,13.646,0.9097333333333334,5
UtVo107m5lg.001,13.828,0.9218666666666666,6
UtVo107m5lg.002,14.412,0.9608,4
UtVo107m5lg.003,13.616,0.9077333333333332,3
UtVo107m5lg.005,14.252,0.9501333333333334,4
Uu-NbXUPr-A.000,14.934,0.9956,1
Uu-NbXUPr-A.001,14.834,0.9889333333333332,2
UvX6ctu2ObM.002,13.386,0.8924,4
UzgW75Fd4jU.001,11.718,0.7812,5
V1I40vVRk78.002,14.998,0.9998666666666666,1
V1I40vVRk78.003,13.894,0.9262666666666668,5
V1TjmLtgNm0.000,13.098,0.8732000000000001,4
V1TjmLtgNm0.002,13.438,0.8958666666666667,7
V1TjmLtgNm0.005,13.582,0.9054666666666668,3
V2nvyZB-JNM.001,12.45,0.83,6
V2nvyZB-JNM.002,12.734,0.8489333333333333,7
V2nvyZB-JNM.003,14.054,0.9369333333333334,5
V2nvyZB-JNM.004,14.022,0.9348,5
V4ibYU1O-YI.000,10.732,0.7154666666666666,5
V4ibYU1O-YI.001,9.598,0.6398666666666667,7
V4ibYU1O-YI.005,11.782,0.7854666666666666,5
V7_h3URfSFY.000,14.026,0.9350666666666666,4
V7_h3URfSFY.003,14.9,0.9933333333333334,2
V7_h3URfSFY.005,14.834,0.9889333333333332,2
V8JaJ2IVG9E.004,15.0,1.0,1
V8JaJ2IVG9E.005,15.0,1.0,1
V8PSAROGbZM.004,12.078,0.8051999999999999,3
V8w2Lo5wxl8.000,13.932,0.9288,4
V8w2Lo5wxl8.001,11.372,0.7581333333333333,5
V8w2Lo5wxl8.004,10.91,0.7273333333333334,7
V9OuGDPnqHI.000,11.228,0.7485333333333333,9
V9OuGDPnqHI.001,14.214,0.9476,5
V9OuGDPnqHI.004,12.798,0.8532,7
V9aMA9YLa2k.001,13.38,0.892,6
V9aMA9YLa2k.005,13.09,0.8726666666666667,6
V9roK_mLM-w.000,14.322,0.9548,2
V9roK_mLM-w.002,14.586,0.9724,2
V9roK_mLM-w.003,14.706,0.9804,2
VA5XjOaBH0Y.000,14.286,0.9524,3
VAZLQqJa9rQ.001,10.962,0.7308,10
VAZLQqJa9rQ.002,10.432,0.6954666666666667,8
VAZLQqJa9rQ.003,12.456,0.8303999999999999,6
VAZLQqJa9rQ.004,11.802,0.7867999999999999,8
VDcYF-YQuWw.000,13.506,0.9004,6
VForU0EmBr0.000,11.518,0.7678666666666667,7
VForU0EmBr0.001,11.644,0.7762666666666667,8
VForU0EmBr0.003,14.442,0.9628,4
VForU0EmBr0.005,12.032,0.8021333333333334,8
VGoAtKcKIe8.002,14.512,0.9674666666666668,3
VGoAtKcKIe8.005,14.898,0.9932,2
VIKk25Ozx40.000,13.356,0.8904,5
VIhStXxpAr0.000,12.286,0.8190666666666666,7
VIhStXxpAr0.001,10.116,0.6744,7
VIhStXxpAr0.003,12.514,0.8342666666666666,6
VIhStXxpAr0.004,12.14,0.8093333333333333,5
VJuVsi6G96s.000,12.098,0.8065333333333334,8
VJuVsi6G96s.002,12.222,0.8148,7
VM409fZmJE0.000,12.61,0.8406666666666667,6
VNK6LQHh25w.000,14.25,0.95,4
VNK6LQHh25w.004,7.97,0.5313333333333333,6
VOeVhXWK7-8.004,11.686,0.7790666666666667,5
VOeVhXWK7-8.005,13.766,0.9177333333333332,5
VOhsEbDjZ9E.001,12.352,0.8234666666666667,8
VPFrKx72gvo.001,12.714,0.8476,4
VPFrKx72gvo.002,12.354,0.8236,6
VQMizni7nY0.001,14.066,0.9377333333333334,2
VRjJxTqOJyo.001,12.966,0.8644,5
VRjJxTqOJyo.002,13.378,0.8918666666666667,6
VRjJxTqOJyo.004,13.514,0.9009333333333333,4
VTrqCDYHVqU.001,12.61,0.8406666666666667,6
VTrqCDYHVqU.002,13.39,0.8926666666666667,5
VTrqCDYHVqU.003,13.412,0.8941333333333333,6
VTv4BAYgJpk.001,14.966,0.9977333333333332,1
VTv4BAYgJpk.002,14.868,0.9912,2
VTv4BAYgJpk.003,14.87,0.9913333333333332,1
VTv4BAYgJpk.005,14.156,0.9437333333333334,4
VUGWfw5PVLY.000,14.87,0.9913333333333332,1
VUGWfw5PVLY.002,13.226,0.8817333333333334,4
VUgKH9DIs-8.000,9.8,0.6533333333333334,6
VUgKH9DIs-8.001,10.25,0.6833333333333333,6
VUgKH9DIs-8.002,6.026,0.4017333333333333,4
VUgKH9DIs-8.003,7.86,0.524,3
VUgKH9DIs-8.005,10.356,0.6904,3
VZ6jhnbk-5g.001,14.966,0.9977333333333332,1
VZ6jhnbk-5g.002,14.9,0.9933333333333334,2
VZ6jhnbk-5g.003,14.802,0.9868,2
VZ6jhnbk-5g.004,14.87,0.9913333333333332,1
VbiUhNAdzus.000,14.87,0.9913333333333332,1
VbiUhNAdzus.002,14.934,0.9956,1
Vd9biSOZ5CI.001,11.786,0.7857333333333333,6
Vd9biSOZ5CI.002,9.16,0.6106666666666667,5
Vd9biSOZ5CI.003,13.612,0.9074666666666666,4
Vd9biSOZ5CI.004,12.674,0.8449333333333333,6
VhHnmeRABJw.003,14.126,0.9417333333333332,3
VhHnmeRABJw.005,13.13,0.8753333333333334,4
Vimaz7NzPIg.001,14.442,0.9628,4
Vj-Cmtqv_qY.001,14.868,0.9912,2
VjYqagJ4xt8.001,14.742,0.9828,1
VjYqagJ4xt8.004,14.966,0.9977333333333332,1
Vk3scj5vhd4.004,12.52,0.8346666666666667,5
VmV8NIvVVkw.000,14.45,0.9633333333333332,2
VmXZ2jMWuvk.001,11.418,0.7612,8
VmXZ2jMWuvk.004,12.994,0.8662666666666666,6
VmyIItgMzpE.002,13.362,0.8908,2
VnUkBYQkJms.002,10.124,0.6749333333333334,5
VnUkBYQkJms.003,12.88,0.8586666666666667,4
VnUkBYQkJms.004,10.408,0.6938666666666666,6
VnUkBYQkJms.005,11.458,0.7638666666666667,6
VoPuhcQc_mg.000,10.22,0.6813333333333333,5
VoXh9utSIx8.000,13.418,0.8945333333333333,4
VsY6jAlvb9o.000,12.834,0.8556,6
VtYPH6UsVnU.000,14.28,0.952,5
VtYPH6UsVnU.001,13.106,0.8737333333333334,2
VtYPH6UsVnU.002,14.512,0.9674666666666668,3
VtYPH6UsVnU.003,13.576,0.9050666666666668,5
VtYPH6UsVnU.005,14.442,0.9628,4
VuS938tAv-0.003,14.256,0.9504,3
VuadgOz6T7s.000,14.09,0.9393333333333334,4
VuadgOz6T7s.001,14.158,0.9438666666666666,3
VuadgOz6T7s.002,15.0,1.0,1
VugKq4gOi50.000,13.672,0.9114666666666668,5
VugKq4gOi50.004,11.966,0.7977333333333333,9
VugKq4gOi50.005,12.864,0.8576,7
VvSk5m90xOs.000,12.638,0.8425333333333334,9
VvSk5m90xOs.002,10.838,0.7225333333333332,9
VvSk5m90xOs.003,11.542,0.7694666666666666,9
VvVigAr4hZc.003,14.378,0.9585333333333332,4
VxtZDXM0cuQ.001,10.366,0.6910666666666666,7
VxtZDXM0cuQ.002,11.584,0.7722666666666667,7
VxtZDXM0cuQ.005,8.894,0.5929333333333333,7
Vyktsh14Kww.005,13.938,0.9292,2
W0Ay5uul8j0.001,13.09,0.8726666666666667,6
W0Ay5uul8j0.002,12.794,0.8529333333333333,8
W0FCCk0a0tg.001,10.914,0.7276,6
W0FCCk0a0tg.003,8.686,0.5790666666666666,5
W0LRjSS9pVM.001,14.998,0.9998666666666666,1
W0LRjSS9pVM.004,13.744,0.9162666666666668,4
W2AB3UUyvwI.002,12.912,0.8608,3
W2AB3UUyvwI.003,14.51,0.9673333333333332,3
W2AB3UUyvwI.005,14.902,0.9934666666666666,1
