clip_id,split_official,duration_sec,audio_path
5gJsrcXQvrk.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5gJsrcXQvrk.002.wav
5ghk5950BhU.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5ghk5950BhU.002.wav
5ghk5950BhU.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5ghk5950BhU.004.wav
5ghk5950BhU.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5ghk5950BhU.005.wav
5h5Pajjc_xM.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5h5Pajjc_xM.001.wav
5hFRSHAis2E.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5hFRSHAis2E.003.wav
5hFRSHAis2E.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5hFRSHAis2E.005.wav
5kY-Iv6UkeU.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5kY-Iv6UkeU.003.wav
5kaqMZ7SB9w.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5kaqMZ7SB9w.002.wav
5kwoq4EZixQ.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5kwoq4EZixQ.001.wav
5kwoq4EZixQ.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5kwoq4EZixQ.003.wav
5kwoq4EZixQ.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5kwoq4EZixQ.004.wav
5kwoq4EZixQ.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5kwoq4EZixQ.005.wav
5uFZ-2kYGO0.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5uFZ-2kYGO0.000.wav
5wpoKhbt28c.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5wpoKhbt28c.001.wav
5wpoKhbt28c.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5wpoKhbt28c.004.wav
5xA8-Y5qgT0.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5xA8-Y5qgT0.000.wav
5xA8-Y5qgT0.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5xA8-Y5qgT0.001.wav
5xA8-Y5qgT0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5xA8-Y5qgT0.003.wav
5xA8-Y5qgT0.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5xA8-Y5qgT0.004.wav
5z4G0biL9B4.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5z4G0biL9B4.000.wav
5z4G0biL9B4.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\5z4G0biL9B4.003.wav
6-O-HJf6OZI.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6-O-HJf6OZI.001.wav
6-O-HJf6OZI.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6-O-HJf6OZI.002.wav
6-O-HJf6OZI.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6-O-HJf6OZI.004.wav
6-O-HJf6OZI.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6-O-HJf6OZI.005.wav
6-_1-vBNl_0.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6-_1-vBNl_0.002.wav
6-_1-vBNl_0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6-_1-vBNl_0.003.wav
6-_1-vBNl_0.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6-_1-vBNl_0.004.wav
62ngcaBjRCY.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\62ngcaBjRCY.005.wav
65xWDhgq1OE.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\65xWDhgq1OE.004.wav
69BopbFc34U.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\69BopbFc34U.000.wav
69BopbFc34U.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\69BopbFc34U.001.wav
69BopbFc34U.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\69BopbFc34U.004.wav
69EsTnCVCp0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\69EsTnCVCp0.003.wav
6CRet5sD6xI.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6CRet5sD6xI.003.wav
6EMgu2djYrU.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6EMgu2djYrU.001.wav
6EMgu2djYrU.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6EMgu2djYrU.002.wav
6EMgu2djYrU.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6EMgu2djYrU.004.wav
6EMgu2djYrU.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6EMgu2djYrU.005.wav
6IOtQTOyQRU.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6IOtQTOyQRU.000.wav
6IOtQTOyQRU.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6IOtQTOyQRU.001.wav
6JfSPPVUgIg.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6JfSPPVUgIg.003.wav
6JfSPPVUgIg.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6JfSPPVUgIg.005.wav
6KKNrufnL80.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6KKNrufnL80.000.wav
6LKbPUX03sY.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6LKbPUX03sY.000.wav
6LKbPUX03sY.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6LKbPUX03sY.003.wav
6LKbPUX03sY.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6LKbPUX03sY.005.wav
6N02tjYPLh8.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6N02tjYPLh8.000.wav
6N02tjYPLh8.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6N02tjYPLh8.001.wav
6N02tjYPLh8.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6N02tjYPLh8.005.wav
6NHEp_CF2jE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6NHEp_CF2jE.000.wav
6NjuNY4LfQc.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6NjuNY4LfQc.004.wav
6RwVJK3husE.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6RwVJK3husE.005.wav
6SiutTvCDUw.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6SiutTvCDUw.000.wav
6SiutTvCDUw.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6SiutTvCDUw.001.wav
6TkMavTyimI.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6TkMavTyimI.000.wav
6TkMavTyimI.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6TkMavTyimI.001.wav
6TkMavTyimI.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6TkMavTyimI.002.wav
6TkMavTyimI.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6TkMavTyimI.003.wav
6TkMavTyimI.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6TkMavTyimI.004.wav
6TkMavTyimI.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6TkMavTyimI.005.wav
6V92xyqy0q4.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6V92xyqy0q4.000.wav
6V92xyqy0q4.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6V92xyqy0q4.001.wav
6WSr4IW6cNI.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6WSr4IW6cNI.000.wav
6WSr4IW6cNI.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6WSr4IW6cNI.003.wav
6e5BsNaQmTo.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6e5BsNaQmTo.003.wav
6ePyEPQp77Q.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6ePyEPQp77Q.001.wav
6ePyEPQp77Q.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6ePyEPQp77Q.002.wav
6ePyEPQp77Q.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6ePyEPQp77Q.004.wav
6ePyEPQp77Q.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6ePyEPQp77Q.005.wav
6h6kk-tPzmE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6h6kk-tPzmE.000.wav
6k8RQViPUTc.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6k8RQViPUTc.000.wav
6nbxAP_ZKQQ.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6nbxAP_ZKQQ.000.wav
6nbxAP_ZKQQ.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6nbxAP_ZKQQ.005.wav
6nv6D2moFQw.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6nv6D2moFQw.002.wav
6nv6D2moFQw.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6nv6D2moFQw.003.wav
6nv6D2moFQw.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6nv6D2moFQw.005.wav
6oL9yyc9iJc.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6oL9yyc9iJc.001.wav
6oL9yyc9iJc.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6oL9yyc9iJc.003.wav
6tBnFWDqvJE.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6tBnFWDqvJE.003.wav
6tyhnIgNVs8.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6tyhnIgNVs8.005.wav
6uqXoPJSoPg.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6uqXoPJSoPg.000.wav
6uqXoPJSoPg.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6uqXoPJSoPg.003.wav
6uqXoPJSoPg.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6uqXoPJSoPg.004.wav
6uqXoPJSoPg.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6uqXoPJSoPg.005.wav
6wHQsN5g2RM.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6wHQsN5g2RM.000.wav
6wHQsN5g2RM.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6wHQsN5g2RM.002.wav
6wHQsN5g2RM.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6wHQsN5g2RM.003.wav
6wHQsN5g2RM.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6wHQsN5g2RM.004.wav
6wIEiqmuHOM.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6wIEiqmuHOM.000.wav
6waL_gUxtAM.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6waL_gUxtAM.000.wav
6waL_gUxtAM.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6waL_gUxtAM.004.wav
6xlHkQDHxbs.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6xlHkQDHxbs.000.wav
6zm71IHOCZA.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6zm71IHOCZA.000.wav
6zm71IHOCZA.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6zm71IHOCZA.001.wav
6zm71IHOCZA.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\6zm71IHOCZA.002.wav
70FJFG-MISQ.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\70FJFG-MISQ.004.wav
75XbCb7G8kw.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\75XbCb7G8kw.001.wav
75XbCb7G8kw.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\75XbCb7G8kw.002.wav
78zauTEQ-k8.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\78zauTEQ-k8.000.wav
78zauTEQ-k8.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\78zauTEQ-k8.001.wav
78zauTEQ-k8.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\78zauTEQ-k8.004.wav
79xbT95IyKI.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\79xbT95IyKI.001.wav
7BgScfRre5M.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7BgScfRre5M.001.wav
7BgScfRre5M.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7BgScfRre5M.003.wav
7BgScfRre5M.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7BgScfRre5M.004.wav
7FXs86Z98E0.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7FXs86Z98E0.002.wav
7GRC7XjGzX8.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7GRC7XjGzX8.001.wav
7GRC7XjGzX8.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7GRC7XjGzX8.003.wav
7I-B2bBL0K0.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7I-B2bBL0K0.004.wav
7IegDaeNlik.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7IegDaeNlik.000.wav
7IegDaeNlik.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7IegDaeNlik.002.wav
7IegDaeNlik.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7IegDaeNlik.003.wav
7IegDaeNlik.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7IegDaeNlik.005.wav
7Kn5VT9bB4I.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Kn5VT9bB4I.001.wav
7LHmNEH65Pk.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7LHmNEH65Pk.000.wav
7LHmNEH65Pk.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7LHmNEH65Pk.002.wav
7LHmNEH65Pk.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7LHmNEH65Pk.004.wav
7LHmNEH65Pk.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7LHmNEH65Pk.005.wav
7MwZm3mhSA8.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7MwZm3mhSA8.004.wav
7P2F5Mk_Q1s.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7P2F5Mk_Q1s.000.wav
7P2F5Mk_Q1s.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7P2F5Mk_Q1s.002.wav
7PYAn9njCHI.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7PYAn9njCHI.001.wav
7PYAn9njCHI.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7PYAn9njCHI.004.wav
7QeVs-mXmcI.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7QeVs-mXmcI.003.wav
7RQbn7LM10I.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7RQbn7LM10I.000.wav
7TvOygqwNuE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7TvOygqwNuE.000.wav
7UQt8QB3cQY.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7UQt8QB3cQY.001.wav
7UQt8QB3cQY.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7UQt8QB3cQY.002.wav
7UQt8QB3cQY.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7UQt8QB3cQY.003.wav
7UQt8QB3cQY.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7UQt8QB3cQY.004.wav
7Wr-fwmpRfw.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Wr-fwmpRfw.001.wav
7Wr-fwmpRfw.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Wr-fwmpRfw.003.wav
7Y3S4nfQHeo.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Y3S4nfQHeo.001.wav
7Y3S4nfQHeo.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Y3S4nfQHeo.002.wav
7Y3S4nfQHeo.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Y3S4nfQHeo.005.wav
7Y4cUPFEt-4.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Y4cUPFEt-4.000.wav
7Y4cUPFEt-4.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Y4cUPFEt-4.002.wav
7Y4cUPFEt-4.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7Y4cUPFEt-4.005.wav
7ZnijRlK5-E.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7ZnijRlK5-E.002.wav
7ZnijRlK5-E.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7ZnijRlK5-E.003.wav
7b9DirXrkHo.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7b9DirXrkHo.002.wav
7b9DirXrkHo.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7b9DirXrkHo.003.wav
7gyJdWaLpmE.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7gyJdWaLpmE.003.wav
7gyJdWaLpmE.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7gyJdWaLpmE.004.wav
7kO7jYYUVWg.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7kO7jYYUVWg.004.wav
7nJPNkWZDOY.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7nJPNkWZDOY.003.wav
7nhJXn9PI0I.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7nhJXn9PI0I.001.wav
7nhJXn9PI0I.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7nhJXn9PI0I.004.wav
7nhJXn9PI0I.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7nhJXn9PI0I.005.wav
7pLWTfnOSIU.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7pLWTfnOSIU.001.wav
7pLWTfnOSIU.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7pLWTfnOSIU.004.wav
7pLYJKO75_c.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7pLYJKO75_c.001.wav
7qGYGbIg45c.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7qGYGbIg45c.002.wav
7qGYGbIg45c.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7qGYGbIg45c.004.wav
7qGYGbIg45c.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7qGYGbIg45c.005.wav
7rZF73nDGEY.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7rZF73nDGEY.003.wav
7s3itKIXww0.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7s3itKIXww0.002.wav
7tlMys6MZ34.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7tlMys6MZ34.000.wav
7tlMys6MZ34.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7tlMys6MZ34.001.wav
7tlMys6MZ34.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7tlMys6MZ34.003.wav
7tlMys6MZ34.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7tlMys6MZ34.004.wav
7tlMys6MZ34.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7tlMys6MZ34.005.wav
7vF5WLD1RxY.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7vF5WLD1RxY.003.wav
7wsksuXYoMY.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7wsksuXYoMY.000.wav
7wsksuXYoMY.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7wsksuXYoMY.001.wav
7wsksuXYoMY.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7wsksuXYoMY.002.wav
7wsksuXYoMY.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7wsksuXYoMY.004.wav
7wsksuXYoMY.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\7wsksuXYoMY.005.wav
8-OKP1nf19E.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8-OKP1nf19E.000.wav
8-OKP1nf19E.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8-OKP1nf19E.001.wav
8-OKP1nf19E.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8-OKP1nf19E.005.wav
81f9t2HMNas.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\81f9t2HMNas.001.wav
81f9t2HMNas.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\81f9t2HMNas.002.wav
81f9t2HMNas.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\81f9t2HMNas.003.wav
81f9t2HMNas.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\81f9t2HMNas.004.wav
81f9t2HMNas.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\81f9t2HMNas.005.wav
836kYlEs9GI.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\836kYlEs9GI.001.wav
836kYlEs9GI.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\836kYlEs9GI.002.wav
836kYlEs9GI.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\836kYlEs9GI.003.wav
83cmR2fkyy8.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\83cmR2fkyy8.002.wav
83cmR2fkyy8.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\83cmR2fkyy8.004.wav
83cmR2fkyy8.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\83cmR2fkyy8.005.wav
84Lz5a9yRZg.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\84Lz5a9yRZg.001.wav
84Lz5a9yRZg.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\84Lz5a9yRZg.002.wav
84Lz5a9yRZg.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\84Lz5a9yRZg.004.wav
84emxO86qa8.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\84emxO86qa8.001.wav
84emxO86qa8.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\84emxO86qa8.002.wav
84emxO86qa8.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\84emxO86qa8.005.wav
853IG69l2SE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\853IG69l2SE.000.wav
853IG69l2SE.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\853IG69l2SE.003.wav
86HyqfDcAJM.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\86HyqfDcAJM.001.wav
86upzmhvpXw.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\86upzmhvpXw.001.wav
86upzmhvpXw.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\86upzmhvpXw.002.wav
86upzmhvpXw.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\86upzmhvpXw.005.wav
87r3cLkrw4A.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\87r3cLkrw4A.002.wav
8AnIttmflwI.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8AnIttmflwI.002.wav
8AyIkT2Dg14.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8AyIkT2Dg14.003.wav
8BE-2l-RBjA.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8BE-2l-RBjA.000.wav
8BE-2l-RBjA.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8BE-2l-RBjA.003.wav
8Bt-vEroq6M.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8Bt-vEroq6M.003.wav
8Bt-vEroq6M.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8Bt-vEroq6M.004.wav
8GFElKeREfQ.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8GFElKeREfQ.000.wav
8GFElKeREfQ.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8GFElKeREfQ.005.wav
8HqEniErmmE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\8HqEniErmmE.000.wav
