model,split,clip_id,embedding_norm
hubert,train,WfjLOieAwGY.002,4.311732
hubert,train,WkbvQZU475o.003,3.889174
hubert,train,WosLI6krxUg.001,4.0855427
hubert,train,WosLI6krxUg.002,3.971502
hubert,train,WpEZOSrENL0.002,4.4217463
hubert,train,WpMPrPnk1po.000,4.274428
hubert,train,WuHLxhCSnGs.001,4.3179746
hubert,train,WuHLxhCSnGs.003,4.212922
hubert,train,WuHLxhCSnGs.004,3.9715374
hubert,train,WuHLxhCSnGs.005,4.0296884
hubert,train,WuIKjBb7s4Q.000,4.1230135
hubert,train,WuIKjBb7s4Q.002,4.290921
hubert,train,WuIKjBb7s4Q.003,4.3050475
hubert,train,WuIKjBb7s4Q.004,4.3091536
hubert,train,WuIKjBb7s4Q.005,4.1019197
hubert,train,WuoQDp7pU24.001,4.021018
hubert,train,WuoQDp7pU24.002,4.1567063
hubert,train,WuoQDp7pU24.003,4.220817
hubert,train,WwGca41TJVU.002,3.9577436
hubert,train,WwGca41TJVU.003,4.1899037
hubert,train,Wx_oe0SxD9w.000,4.5768294
hubert,train,Wx_oe0SxD9w.001,4.4318976
hubert,train,Wx_oe0SxD9w.002,4.16598
hubert,train,Wx_oe0SxD9w.003,4.4522047
hubert,train,Wy4hWbeibhU.000,4.37307
hubert,train,Wy4hWbeibhU.002,4.3434386
hubert,train,WyLqK6wzYLU.000,4.549713
hubert,train,WyLqK6wzYLU.001,4.280959
hubert,train,X-i_eQ48DBw.000,4.0052605
hubert,train,X-i_eQ48DBw.001,4.125014
hubert,train,X-i_eQ48DBw.004,3.9362328
hubert,train,X1EjfXX3NTk.000,4.704838
hubert,train,X1EjfXX3NTk.003,4.1960673
hubert,train,X1EjfXX3NTk.004,4.525512
hubert,train,X4NG3EGtUvo.003,4.5055394
hubert,train,X4NG3EGtUvo.005,4.0178347
hubert,train,X5aKCrWf6a4.001,4.4850645
hubert,train,X5aKCrWf6a4.003,4.4512525
hubert,train,X5aKCrWf6a4.005,4.392156
hubert,train,X7S71Som15M.001,4.075801
hubert,train,X7S71Som15M.002,4.0534477
hubert,train,X8RfXbeIQvo.001,4.6216707
hubert,train,X9AEEGzWSU8.001,4.4833136
hubert,train,X9AEEGzWSU8.002,4.4641266
hubert,train,X9AEEGzWSU8.003,4.3259106
hubert,train,X9AEEGzWSU8.005,4.4014864
hubert,train,XAO4l8Ej-J8.003,4.2267466
hubert,train,XAO4l8Ej-J8.005,4.2849064
hubert,train,XB4JOAiEanw.000,3.9570756
hubert,train,XB81sertsYU.000,3.852602
hubert,train,XEpdSMQfEOs.002,3.993343
hubert,train,XEpdSMQfEOs.003,3.940484
hubert,train,XEpdSMQfEOs.004,3.8729527
hubert,train,XFpzukISe6s.004,4.0525675
hubert,train,XFpzukISe6s.005,4.277766
hubert,train,XFqLaKqrUHM.004,4.0225024
hubert,train,XJj34u5IzU0.002,4.0800443
hubert,train,XJj34u5IzU0.003,3.9588795
hubert,train,XJj34u5IzU0.004,3.767997
hubert,train,XLKNGnpTO9k.001,4.124087
hubert,train,XLKNGnpTO9k.005,4.0495863
hubert,train,XLV7teADu3c.000,4.6849623
hubert,train,XLV7teADu3c.002,4.5239816
hubert,train,XN5vpJU3ifw.000,4.966395
hubert,train,XN5vpJU3ifw.001,4.9357877
hubert,train,XN5vpJU3ifw.003,4.1966486
hubert,train,XN5vpJU3ifw.004,5.171148
hubert,train,XN5vpJU3ifw.005,4.3131976
hubert,train,XNWN7ScxVIA.002,4.0672703
hubert,train,XOioICna1hc.001,4.03603
hubert,train,XOioICna1hc.004,4.167777
hubert,train,XOioICna1hc.005,4.079516
hubert,train,XPV4pavXh94.001,3.8553176
hubert,train,XPV4pavXh94.005,4.0447764
hubert,train,XQ3do4LDFv8.000,4.0500383
hubert,train,XQ3do4LDFv8.003,4.1409626
hubert,train,XQ3do4LDFv8.004,4.219029
hubert,train,XQZ5M9oLkXw.001,4.396825
hubert,train,XQZ5M9oLkXw.003,4.2799625
hubert,train,XQZ5M9oLkXw.005,4.492725
hubert,train,XRoSKIIFp9c.003,4.1897054
hubert,train,XRoSKIIFp9c.004,4.4667635
hubert,train,XT4rTk6-Etc.000,4.337701
hubert,train,XT4rTk6-Etc.001,4.2694073
hubert,train,XYt6WL-l7do.001,4.022703
hubert,train,XYt6WL-l7do.002,4.0501285
hubert,train,XYt6WL-l7do.004,3.9822278
hubert,train,XYt6WL-l7do.005,3.8683848
hubert,train,Xauhek9-iKA.001,4.2746153
hubert,train,XbsA_lCKQLs.002,4.5119996
hubert,train,XbsA_lCKQLs.003,4.691959
hubert,train,XbsA_lCKQLs.004,4.6229076
hubert,train,XcEFSi3uaJM.000,3.8285162
hubert,train,XcEFSi3uaJM.002,3.89414
hubert,train,XcEFSi3uaJM.005,3.955011
hubert,train,XfK7WZ3skUM.001,4.460425
hubert,train,XfUqFt2amrM.000,4.383002
hubert,train,XfUqFt2amrM.002,4.6031046
hubert,train,XfUqFt2amrM.003,4.6245756
hubert,train,Xfmu-7JuDGg.000,4.7322874
hubert,train,Xfmu-7JuDGg.001,4.3677144
hubert,train,Xfmu-7JuDGg.002,4.332929
hubert,train,Xfmu-7JuDGg.004,4.495111
hubert,train,XhgDsQlEnuU.000,4.0227323
hubert,train,XhgDsQlEnuU.001,4.0889964
hubert,train,XhgDsQlEnuU.002,4.281188
hubert,train,XkeSLRAftxA.001,4.361797
hubert,train,XkeSLRAftxA.004,4.16998
hubert,train,XkeSLRAftxA.005,4.388763
hubert,train,XmWA7zTJj-c.003,4.161973
hubert,train,XoyQKsK7OtA.000,4.1968875
hubert,train,XpY-cxkbYdo.002,9.022024
hubert,train,XvV4YdhpC2w.001,4.090792
hubert,train,XvV4YdhpC2w.002,4.0674562
hubert,train,XvV4YdhpC2w.004,4.1660852
hubert,train,Y-YdRocu0os.001,4.290331
hubert,train,Y-_JeJoCjUo.001,4.1210213
hubert,train,Y-_JeJoCjUo.005,4.320733
hubert,train,Y1LXjxAQihQ.004,4.231154
hubert,train,Y1LrgyCJtpU.000,4.422641
hubert,train,Y1LrgyCJtpU.001,4.34896
hubert,train,Y1LrgyCJtpU.002,4.218423
hubert,train,Y1LrgyCJtpU.003,4.880194
hubert,train,Y1LrgyCJtpU.005,4.4576306
hubert,train,Y2An1KkoHzY.002,4.066856
hubert,train,Y6iogSmj6FQ.002,4.271076
hubert,train,Y6iogSmj6FQ.003,4.1326427
hubert,train,Y6iogSmj6FQ.005,4.210836
hubert,train,Y8gv_ZK3w4A.000,3.843594
hubert,train,Y8gv_ZK3w4A.002,3.9694858
hubert,train,Y8gv_ZK3w4A.003,4.1629825
hubert,train,Y8gv_ZK3w4A.004,4.031776
hubert,train,Y9WX7ucPP-o.000,3.9449432
hubert,train,Y9WX7ucPP-o.002,4.3110743
hubert,train,YBsKLg3GMrE.005,4.06255
hubert,train,YC3X1DcnUrk.000,4.0298424
hubert,train,YC3X1DcnUrk.001,4.069061
hubert,train,YC3X1DcnUrk.005,4.0921936
hubert,train,YEbaKrAxo5I.001,4.047075
hubert,train,YF2QVn1fK1E.002,3.7696142
hubert,train,YF2QVn1fK1E.005,3.9007301
hubert,train,YGJ33FXzJO8.005,4.065183
hubert,train,YGrCXe2-fVk.001,4.0137644
hubert,train,YGrCXe2-fVk.004,4.121118
hubert,train,YJ5CINQ8v_E.000,4.156227
hubert,train,YJ5CINQ8v_E.001,3.853222
hubert,train,YJ5CINQ8v_E.005,4.018631
hubert,train,YLKPVl-M3Ck.000,4.010063
hubert,train,YLKPVl-M3Ck.001,4.3165984
hubert,train,YN0Xd70SqEo.004,3.9786618
hubert,train,YNlhBpVk1tw.000,4.638801
hubert,train,YNlhBpVk1tw.001,4.326272
hubert,train,YNlhBpVk1tw.002,4.256451
hubert,train,YNlhBpVk1tw.004,4.4987736
hubert,train,YP7N98ECZaI.001,4.2406445
hubert,train,YP7N98ECZaI.002,4.7031007
hubert,train,YP7N98ECZaI.003,4.329759
hubert,train,YP7N98ECZaI.004,4.159092
hubert,train,YP7N98ECZaI.005,4.080753
hubert,train,YPMffqhP0C8.000,3.9804173
hubert,train,YPMffqhP0C8.001,4.1780553
hubert,train,YPMffqhP0C8.002,4.3303843
hubert,train,YPMffqhP0C8.004,4.2169533
hubert,train,YPnuq0tDDqk.000,4.1979136
hubert,train,YPnuq0tDDqk.003,4.4019995
hubert,train,YXz6s1XNOLs.000,3.911664
hubert,train,YXz6s1XNOLs.002,3.9375002
hubert,train,YXz6s1XNOLs.004,3.828853
hubert,train,YXz6s1XNOLs.005,4.090855
hubert,train,YZp79VcnY0w.001,3.9329672
hubert,train,YZp79VcnY0w.002,3.9602253
hubert,train,YZp79VcnY0w.004,3.936417
hubert,train,Ya9Szm73LfE.002,4.4682097
hubert,train,Ya9Szm73LfE.003,4.0581408
hubert,train,YbdJd16c3eo.004,4.191392
hubert,train,YbxdeEd7wq4.001,4.067979
hubert,train,YdxS3f4HXaA.005,4.2316375
hubert,train,YiX6thczM1w.001,4.513084
hubert,train,YiX6thczM1w.002,4.597735
hubert,train,YiX6thczM1w.005,4.499331
hubert,train,Yj36y7ELRZE.000,4.5828586
hubert,train,Yj36y7ELRZE.001,5.7145085
hubert,train,Yj36y7ELRZE.004,4.3943405
hubert,train,YjXUMygVw7U.002,3.9330387
hubert,train,YjXUMygVw7U.005,4.209367
hubert,train,YliKljQIX2o.002,4.460179
hubert,train,YliKljQIX2o.003,4.2883587
hubert,train,YliKljQIX2o.004,4.2897463
hubert,train,YocrYFLm4CM.000,3.973556
hubert,train,YocrYFLm4CM.002,4.1713395
hubert,train,YryBLVZgJj0.001,4.3949904
hubert,train,YryBLVZgJj0.003,4.50575
hubert,train,YryBLVZgJj0.005,4.581625
hubert,train,YucM3Zzvekg.001,4.4122977
hubert,train,YuoLr4xDvbE.000,4.3625364
hubert,train,YuoLr4xDvbE.002,4.2178497
hubert,train,YuoLr4xDvbE.004,4.2441764
hubert,train,YuoLr4xDvbE.005,4.0967627
hubert,train,YwsVpkumbJc.002,4.3208776
hubert,train,YyHOKFYDZ5Y.002,4.187395
hubert,train,YyHOKFYDZ5Y.004,4.1476083
hubert,train,YyHOKFYDZ5Y.005,4.0518675
hubert,train,YyYDxAyV_Aw.003,4.258268
hubert,train,YygvfVxOWP8.000,4.2350025
hubert,train,YygvfVxOWP8.005,4.3918934
hubert,train,YzNbGMNr3z0.001,4.156266
hubert,train,YzcZY1mUZfc.000,4.3117967
hubert,train,YzcZY1mUZfc.001,4.1708503
hubert,train,YzcZY1mUZfc.002,4.2717013
hubert,train,YzcZY1mUZfc.003,4.3956747
hubert,train,YzcZY1mUZfc.004,4.2246823
hubert,train,YzcZY1mUZfc.005,4.1130652
hubert,train,Z-CIdOjWcKc.001,3.9068742
hubert,train,Z3E1jkaNRKs.000,4.5093374
hubert,train,Z3E1jkaNRKs.001,5.0624676
hubert,train,Z3E1jkaNRKs.003,4.2611804
hubert,train,Z3FdUfZLHyw.000,4.6069217
hubert,train,Z3FdUfZLHyw.001,4.7526903
hubert,train,Z3FdUfZLHyw.002,4.2301106
hubert,train,Z3FdUfZLHyw.004,3.9593246
hubert,train,Z3FdUfZLHyw.005,3.8805664
hubert,train,Z5S5uGXkNuc.001,6.7845435
hubert,train,Z5S5uGXkNuc.002,4.1199975
hubert,train,Z5S5uGXkNuc.004,4.2357926
hubert,train,Z6vQQvro86Y.001,3.8438354
hubert,train,Z6vQQvro86Y.002,4.065109
hubert,train,Z6vQQvro86Y.004,4.12921
hubert,train,Z6vQQvro86Y.005,4.0392466
hubert,train,Z9GzSxQHKSI.001,4.126895
hubert,train,Z9GzSxQHKSI.004,4.324161
hubert,train,ZCLfVue6xAg.001,3.83838
hubert,train,ZCLfVue6xAg.002,3.9449852
hubert,train,ZCLfVue6xAg.003,3.8355265
hubert,train,ZCLfVue6xAg.005,3.7995915
hubert,train,ZFOb9zsgLLY.003,4.094977
hubert,train,ZGox7tevC6A.004,4.1066947
hubert,train,ZGox7tevC6A.005,4.2526526
hubert,train,ZHya-p83XPQ.002,4.015378
hubert,train,ZIk7N-xHvF4.000,3.9984457
hubert,train,ZIk7N-xHvF4.002,4.0024104
hubert,train,ZIk7N-xHvF4.003,3.975431
hubert,train,ZIk7N-xHvF4.004,3.790322
hubert,train,ZIyfXdCxN9E.000,4.221929
hubert,train,ZNJFmNiWC4I.000,4.2178583
hubert,train,ZNJFmNiWC4I.001,4.141523
hubert,train,ZNJFmNiWC4I.003,4.295062
hubert,train,ZNJFmNiWC4I.005,4.2647533
hubert,train,ZNRfeL8nPfw.000,4.097344
hubert,train,ZNRfeL8nPfw.001,4.252714
hubert,train,ZNRfeL8nPfw.003,4.299638
hubert,train,ZNRfeL8nPfw.004,4.1862283
hubert,train,ZNRfeL8nPfw.005,4.386648
hubert,train,ZNymNgd5EuQ.000,4.394229
hubert,train,ZNymNgd5EuQ.004,3.9999166
hubert,train,ZO5JoyVTat8.000,4.309062
hubert,train,ZO5JoyVTat8.001,4.019103
hubert,train,ZO5JoyVTat8.002,4.1821284
hubert,train,ZO5JoyVTat8.004,4.1392345
hubert,train,ZO5JoyVTat8.005,4.1028385
hubert,train,ZRl_k6DzTeI.000,3.7276247
hubert,train,ZRl_k6DzTeI.001,3.8769078
hubert,train,ZRl_k6DzTeI.004,4.02886
hubert,train,ZRrduU1CXqU.001,3.8678205
hubert,train,ZRrduU1CXqU.002,4.213952
hubert,train,ZRrduU1CXqU.003,4.1879425
hubert,train,ZRrduU1CXqU.004,4.069506
hubert,train,ZRrduU1CXqU.005,4.09419
hubert,train,ZT7cEiaYGp8.000,3.9507782
hubert,train,ZX3okNzASCs.000,3.7423642
hubert,train,ZX3okNzASCs.002,3.889919
hubert,train,ZXeO5dRFrj0.001,4.3981543
hubert,train,ZXeO5dRFrj0.005,4.452091
hubert,train,ZYrFfvp7_Mo.000,4.187287
hubert,train,Z_STuUHKQTg.002,3.9218535
hubert,train,Z_STuUHKQTg.003,3.972505
hubert,train,Z_STuUHKQTg.004,3.943612
hubert,train,ZaihsIQZCx8.002,4.522659
hubert,train,ZaihsIQZCx8.003,4.4710073
hubert,train,ZeGT9pSG734.002,4.379261
hubert,train,ZeGT9pSG734.003,4.502925
hubert,train,ZeGT9pSG734.004,4.305645
hubert,train,ZgFh3JPMs3Q.001,4.798467
hubert,train,ZgFh3JPMs3Q.002,4.494119
hubert,train,ZgFh3JPMs3Q.003,4.359199
hubert,train,ZhPQrqxo2mw.000,4.2435513
hubert,train,ZhPQrqxo2mw.004,4.076443
hubert,train,ZhPQrqxo2mw.005,4.0914493
hubert,train,Zi7QHI_5ipU.000,4.083901
hubert,train,Zi7QHI_5ipU.004,4.016589
hubert,train,Zi7QHI_5ipU.005,3.8760517
hubert,train,ZiKxJbVI5_g.000,4.0775037
hubert,train,ZiKxJbVI5_g.001,4.0833836
hubert,train,ZiKxJbVI5_g.002,4.0897956
hubert,train,ZiKxJbVI5_g.004,3.9797666
hubert,train,ZkypeQdzgvQ.000,4.3801966
hubert,train,ZkypeQdzgvQ.002,4.443565
hubert,train,ZkypeQdzgvQ.003,4.5710025
hubert,train,ZkypeQdzgvQ.004,4.453486
hubert,train,ZlcINjtdkQQ.000,4.4691978
hubert,train,ZlcINjtdkQQ.001,4.2886796
hubert,train,Znixev2a1AI.000,4.2831087
hubert,train,Znixev2a1AI.001,4.42339
hubert,train,Znixev2a1AI.004,4.3984656
hubert,train,ZoHY-rWJsyw.000,4.1967554
hubert,train,ZoHY-rWJsyw.001,4.067627
hubert,train,ZoHY-rWJsyw.004,4.1630673
hubert,train,ZqbJIM7rmO8.001,4.3975334
hubert,train,ZqbJIM7rmO8.003,4.3952513
hubert,train,ZqbJIM7rmO8.005,4.275178
hubert,train,Zvdh8ym1Yrg.001,4.492833
hubert,train,Zvdh8ym1Yrg.003,4.3205824
hubert,train,Zvdh8ym1Yrg.004,4.303912
hubert,train,Zvdh8ym1Yrg.005,4.475207
hubert,train,ZvxUUh2wN7s.002,4.2138314
hubert,train,Zwu5Y5r3Lrs.001,4.0637417
hubert,train,Zwu5Y5r3Lrs.003,4.2206373
hubert,train,Zy9Xg3TdZJk.001,3.8493595
hubert,train,_01AyUz9J9I.002,4.223841
hubert,train,_01AyUz9J9I.005,4.2467523
hubert,train,_0bg1TLPP-I.004,4.215511
hubert,train,_0bg1TLPP-I.005,4.491253
hubert,train,_2DSmy36OEM.001,4.917758
hubert,train,_7hGh6VU4IU.000,4.29495
hubert,train,_7hGh6VU4IU.003,4.2661314
hubert,train,_7hGh6VU4IU.004,4.2478724
hubert,train,_7hGh6VU4IU.005,4.038626
hubert,train,_7s27dUoYVg.000,4.153534
hubert,train,_7s27dUoYVg.003,4.317991
hubert,train,_G3kw9HwCqY.000,4.3364577
hubert,train,_G3kw9HwCqY.002,4.34242
hubert,train,_G3kw9HwCqY.004,4.414024
hubert,train,_G3kw9HwCqY.005,4.3934417
hubert,train,_GFregyrwfo.002,4.248883
hubert,train,_GFregyrwfo.004,4.356454
hubert,train,_GFregyrwfo.005,4.2397337
hubert,train,_IS6GFmQYj4.000,4.1310306
hubert,train,_IS6GFmQYj4.002,4.4019246
hubert,train,_IS6GFmQYj4.003,4.0749984
hubert,train,_IS6GFmQYj4.004,4.2559066
hubert,train,_LWrd9t4oZw.003,4.114268
hubert,train,_Py_lytyY5A.005,4.0262823
hubert,train,_Q4wOgixh7E.000,4.20979
hubert,train,_QXI4n_FRN4.005,4.136351
hubert,train,_RAGzfJnpUE.001,4.4014993
hubert,train,_RAGzfJnpUE.003,4.1859517
hubert,train,_S_bWJwqsmM.004,4.2356133
hubert,train,_S_bWJwqsmM.005,5.203753
hubert,train,_UnoRkHkYB8.003,4.0524426
hubert,train,_VsE38xSmdM.001,4.1411624
hubert,train,_X6_C_Oy9VA.000,4.3925133
hubert,train,_X6_C_Oy9VA.001,4.207153
hubert,train,_X6_C_Oy9VA.003,4.3740225
hubert,train,_X6_C_Oy9VA.004,4.2817388
hubert,train,_X6_C_Oy9VA.005,4.3638034
hubert,train,_YYBXI2mXv4.000,4.4499598
hubert,train,_ZAqTHlu2ts.001,4.110358
hubert,train,_ZAqTHlu2ts.004,4.211475
hubert,train,_ZAqTHlu2ts.005,4.078035
hubert,train,_ZjEr8ybbFM.000,4.151318
hubert,train,_bOOlidEWgY.001,4.0897365
hubert,train,_fFmEyvWgfA.004,4.1548486
hubert,train,_fJcW5234bY.000,4.346873
hubert,train,_fJcW5234bY.002,3.8893595
hubert,train,_fJcW5234bY.004,4.1493945
hubert,train,_g3M_MoFIvA.001,3.987438
hubert,train,_g3M_MoFIvA.004,4.01138
hubert,train,_g3M_MoFIvA.005,3.8165293
hubert,train,_hR9AD-eIy8.000,4.179127
hubert,train,_hR9AD-eIy8.005,4.2572355
hubert,train,_hmiW83i0GY.000,3.9035416
hubert,train,_kK9tGN883Y.000,4.7756796
hubert,train,_kK9tGN883Y.004,4.749444
hubert,train,_mtiuHyOFXg.001,4.60135
hubert,train,_mtiuHyOFXg.003,4.4619684
hubert,train,_mtiuHyOFXg.005,4.661947
hubert,train,_plk5k7PBEg.001,4.1370583
hubert,train,_tOtBfJlWFs.000,4.0460978
hubert,train,_uNup91ZYw0.001,4.150096
hubert,train,_uNup91ZYw0.002,4.1109314
hubert,train,_zI6qgTJOSA.005,3.9863355
hubert,train,_zs9K5Gtkwo.002,4.2951097
hubert,train,_zs9K5Gtkwo.003,4.3043194
hubert,train,_ztmNiy8D3c.000,4.355474
hubert,train,_ztmNiy8D3c.001,4.203986
hubert,train,_ztmNiy8D3c.003,4.2001476
hubert,train,a-nUsP7oETI.000,3.9179876
hubert,train,a-nUsP7oETI.005,4.083448
hubert,train,a38rz5AIslE.001,4.0298505
hubert,train,a38rz5AIslE.003,3.9673817
hubert,train,a4bCX4P_5KI.000,4.104493
hubert,train,a5-PJqy9QmU.001,4.182724
hubert,train,a5-PJqy9QmU.002,3.9795716
hubert,train,a5NTqK367wo.000,3.992941
hubert,train,a5tVPpLsaGc.002,4.085146
hubert,train,a5tVPpLsaGc.003,4.1658616
hubert,train,a84s1DYag-I.001,4.1391983
hubert,train,a84s1DYag-I.004,3.996939
hubert,train,a97PXgrKSxo.000,4.352644
hubert,train,a97PXgrKSxo.003,4.1349325
hubert,train,a97PXgrKSxo.005,4.142881
hubert,train,aFVFvJNnFt0.000,4.0975513
hubert,train,aFVFvJNnFt0.001,4.239042
hubert,train,aFVFvJNnFt0.003,4.2887936
hubert,train,aFVFvJNnFt0.004,4.146261
hubert,train,aFVFvJNnFt0.005,4.1503897
hubert,train,aIh8DTa3RVg.001,4.753031
hubert,train,aJjAtOC8AQU.005,4.1832695
hubert,train,aKLadP_Wev8.000,4.47671
hubert,train,aKLadP_Wev8.001,4.3223333
hubert,train,aLAqJkRWKuk.000,4.27027
hubert,train,aLAqJkRWKuk.002,3.9387593
hubert,train,aLvpOYqzErk.000,6.3735266
hubert,train,aMPe0uSKqF4.001,4.082292
hubert,train,aMPe0uSKqF4.002,4.2362876
hubert,train,aMPe0uSKqF4.003,4.1319623
hubert,train,aMPe0uSKqF4.004,4.2979293
hubert,train,aMPe0uSKqF4.005,4.1782312
hubert,train,aMmEPRJGocM.000,4.0924807
hubert,train,aMmEPRJGocM.004,4.1747756
hubert,train,aPTNxA43WHY.000,4.388795
hubert,train,aPTNxA43WHY.002,4.3259244
hubert,train,aQVGVhcMBtE.004,3.858377
hubert,train,aaDlp62qn60.002,4.798451
hubert,train,ahqyOhg6D7c.003,4.318169
hubert,train,ai-RZb0ZpKI.002,4.2909455
hubert,train,ai-RZb0ZpKI.003,4.2607517
hubert,train,alucqviYJFE.001,4.32345
hubert,train,alucqviYJFE.002,4.236637
hubert,train,alucqviYJFE.003,4.4602027
hubert,train,alucqviYJFE.004,4.4101505
hubert,train,ana5C73n9bY.000,4.4384174
hubert,train,ana5C73n9bY.001,4.3713784
hubert,train,ana5C73n9bY.002,4.4554577
hubert,train,ana5C73n9bY.003,4.362452
hubert,train,ana5C73n9bY.004,4.341865
hubert,train,ana5C73n9bY.005,4.578679
hubert,train,aoRjg63uRww.003,4.251004
hubert,train,aoRjg63uRww.004,4.1806693
hubert,train,aptKaxP81xA.000,4.1566386
hubert,train,aptKaxP81xA.002,4.071714
hubert,train,aptKaxP81xA.004,3.9377127
hubert,train,aqA6oI5L1RQ.005,4.0317397
hubert,train,aqK-wcGILjw.000,3.8367836
hubert,train,aqd4_4ga1fQ.000,4.3989034
hubert,train,aqd4_4ga1fQ.001,4.7746706
hubert,train,aqd4_4ga1fQ.003,4.144627
hubert,train,aqd4_4ga1fQ.004,4.3288
hubert,train,ask-ZFRztf8.001,4.319984
hubert,train,ask-ZFRztf8.002,4.473044
hubert,train,ask-ZFRztf8.005,3.9471834
hubert,train,atH8mnvu-sE.005,3.9419978
hubert,train,atdhaGEh_0c.000,4.153646
hubert,train,auhe41Tf50M.003,3.8311913
hubert,train,ax1Fck6zMzk.003,4.371043
hubert,train,ax8wm9K41og.000,4.3366466
hubert,train,ay4cdKr1I0o.000,4.442031
hubert,train,ay4cdKr1I0o.001,4.247381
hubert,train,b-qfeGqPd04.000,4.2022076
hubert,train,b-qfeGqPd04.001,4.3113084
hubert,train,b-qfeGqPd04.005,4.1895013
hubert,train,b26ZykbKSzY.005,3.913857
hubert,train,b2Y41GrCrPs.000,3.8652346
hubert,train,b2Y41GrCrPs.001,4.4979076
hubert,train,b2Y41GrCrPs.003,4.494226
hubert,train,b39BQbVhOAg.001,3.8534956
hubert,train,b39BQbVhOAg.002,4.018816
hubert,train,b39BQbVhOAg.003,4.0193534
hubert,train,b39BQbVhOAg.004,4.016726
hubert,train,b39BQbVhOAg.005,3.9230483
hubert,train,b69IYs1G1zc.000,4.308848
hubert,train,b69IYs1G1zc.002,4.195131
hubert,train,b69IYs1G1zc.003,4.0794997
hubert,train,b6eoqD1J_qU.002,4.271085
hubert,train,b6eoqD1J_qU.003,4.035495
hubert,train,b6eoqD1J_qU.004,4.338888
hubert,train,b6eoqD1J_qU.005,4.3101687
hubert,train,b8GPFr11adA.001,4.057488
hubert,train,b8GPFr11adA.002,4.1294203
hubert,train,b8GPFr11adA.004,3.9314203
hubert,train,b8GPFr11adA.005,3.8900676
hubert,train,bAxlTgobVHE.000,4.4234123
hubert,train,bAxlTgobVHE.001,3.8301618
hubert,train,bAxlTgobVHE.002,4.048447
hubert,train,bBqZyG-9ksM.005,3.951384
hubert,train,bDjqDn6susQ.000,4.396565
hubert,train,bEXDNfLBy1I.002,4.1520743
hubert,train,bEXDNfLBy1I.003,3.9789758
hubert,train,bEXDNfLBy1I.004,3.8988512
hubert,train,bFwtVtZodIg.002,4.1222363
hubert,train,bFwtVtZodIg.004,4.213648
hubert,train,bGLwxQ1lonQ.005,4.1070275
hubert,train,bJktioZ5Yxk.002,4.0627894
hubert,train,bJktioZ5Yxk.003,4.080356
hubert,train,bJktioZ5Yxk.004,4.134633
hubert,train,bLOSPQ8MAC8.001,4.1360493
hubert,train,bLOSPQ8MAC8.004,4.1885953
hubert,train,bLrrDM1Opu0.001,4.2234254
hubert,train,bLrrDM1Opu0.003,4.1835346
hubert,train,bMY2DaFFwzU.000,4.2836943
hubert,train,bMY2DaFFwzU.001,4.642453
hubert,train,bMY2DaFFwzU.003,4.6067233
hubert,train,bMY2DaFFwzU.004,4.936812
hubert,train,bMY2DaFFwzU.005,4.7986655
hubert,train,bN2IM-rqZlc.002,5.6374035
hubert,train,bRoIrXBO9DU.000,3.7553015
hubert,train,bRoIrXBO9DU.005,3.8681986
hubert,train,bSeTNdOtK7I.000,4.2448716
hubert,train,bSeTNdOtK7I.004,4.2989883
hubert,train,bTLTLzXehPE.003,4.207014
hubert,train,bYXRyimxh7A.000,4.7521706
hubert,train,bYXRyimxh7A.002,4.4057193
hubert,train,bYXRyimxh7A.003,4.121484
hubert,train,bYXRyimxh7A.004,4.313194
hubert,train,bZAKBS9q0ZI.002,4.136083
hubert,train,bZAKBS9q0ZI.004,4.1959567
hubert,train,bZoN9xp9vgs.001,4.1653695
hubert,train,bcRPLKygrNk.000,4.1204042
hubert,train,bcRPLKygrNk.001,3.9783707
hubert,train,bcRPLKygrNk.003,3.8178484
hubert,train,bcx6xr9Ja-8.001,4.18547
hubert,train,bcx6xr9Ja-8.004,4.122054
hubert,train,bcx6xr9Ja-8.005,4.1148305
hubert,train,be0DQawtVkE.000,4.1921906
hubert,train,be0DQawtVkE.001,4.12696
hubert,train,be0DQawtVkE.003,4.217868
hubert,train,be0DQawtVkE.004,4.1029406
hubert,train,bej-DbxTkWA.000,4.570361
hubert,train,bej-DbxTkWA.003,4.3941936
hubert,train,bkzgccBFztM.000,4.410312
hubert,train,bkzgccBFztM.001,4.2799463
hubert,train,bkzgccBFztM.003,4.3172765
hubert,train,blAjqQ0ja8Q.003,4.350481
hubert,train,blAjqQ0ja8Q.005,4.374736
hubert,train,bmj4khBLUOs.001,4.038472
hubert,train,bnM9Ow52x3o.001,4.1873612
hubert,train,bnM9Ow52x3o.005,4.1151905
hubert,train,bnoPmV0_aIc.000,4.320607
hubert,train,bnoPmV0_aIc.002,4.1149864
hubert,train,bnoPmV0_aIc.004,4.2629905
hubert,train,bt-ev53zZWE.001,3.8893096
hubert,train,bt-ev53zZWE.004,4.1430864
hubert,train,btcCanysQsw.000,4.3928
hubert,train,btcCanysQsw.001,4.072309
hubert,train,btcCanysQsw.003,3.992154
hubert,train,btcCanysQsw.004,3.9148571
hubert,train,btcCanysQsw.005,4.009202
hubert,train,bviHajVIie0.005,4.367516
hubert,train,bzFTA6kGyA8.002,4.0328703
hubert,train,bzIxJ-gtvUw.005,4.1457834
hubert,train,bzaOB8BoWPU.000,4.226425
hubert,train,bzaOB8BoWPU.002,4.17724
