clip_id,split_official,audio_in,audio_out,orig_duration_sec,flag_short,video_path,best_stream,mono_mode,raw_wav,best_rms,best_peak
Ng2E0E5tiZQ.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Ng2E0E5tiZQ.003.wav,output\preprocessing\preprocessed_full\Ng2E0E5tiZQ.003.wav,15.3019375,0,,,,,,
Ng2E0E5tiZQ.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Ng2E0E5tiZQ.005.wav,output\preprocessing\preprocessed_full\Ng2E0E5tiZQ.005.wav,15.3019375,0,,,,,,
NhyVkwcZbTA.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NhyVkwcZbTA.002.wav,output\preprocessing\preprocessed_full\NhyVkwcZbTA.002.wav,15.3019375,0,,,,,,
NhyVkwcZbTA.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NhyVkwcZbTA.003.wav,output\preprocessing\preprocessed_full\NhyVkwcZbTA.003.wav,15.3019375,0,,,,,,
NhyVkwcZbTA.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NhyVkwcZbTA.004.wav,output\preprocessing\preprocessed_full\NhyVkwcZbTA.004.wav,15.3019375,0,,,,,,
NhyVkwcZbTA.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NhyVkwcZbTA.005.wav,output\preprocessing\preprocessed_full\NhyVkwcZbTA.005.wav,15.3019375,0,,,,,,
NkFJuN8fBDU.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NkFJuN8fBDU.000.wav,output\preprocessing\preprocessed_full\NkFJuN8fBDU.000.wav,15.3019375,0,,,,,,
NkFJuN8fBDU.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NkFJuN8fBDU.001.wav,output\preprocessing\preprocessed_full\NkFJuN8fBDU.001.wav,15.3019375,0,,,,,,
NkFJuN8fBDU.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NkFJuN8fBDU.004.wav,output\preprocessing\preprocessed_full\NkFJuN8fBDU.004.wav,15.3019375,0,,,,,,
NoHext7JXYU.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NoHext7JXYU.000.wav,output\preprocessing\preprocessed_full\NoHext7JXYU.000.wav,15.3019375,0,,,,,,
NoHext7JXYU.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NoHext7JXYU.003.wav,output\preprocessing\preprocessed_full\NoHext7JXYU.003.wav,15.3019375,0,,,,,,
NpiglwrZzsA.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NpiglwrZzsA.001.wav,output\preprocessing\preprocessed_full\NpiglwrZzsA.001.wav,15.3019375,0,,,,,,
NpiglwrZzsA.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NpiglwrZzsA.002.wav,output\preprocessing\preprocessed_full\NpiglwrZzsA.002.wav,15.3019375,0,,,,,,
NpiglwrZzsA.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NpiglwrZzsA.004.wav,output\preprocessing\preprocessed_full\NpiglwrZzsA.004.wav,15.3019375,0,,,,,,
Nv0-x4K9YFI.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Nv0-x4K9YFI.000.wav,output\preprocessing\preprocessed_full\Nv0-x4K9YFI.000.wav,15.3019375,0,,,,,,
Nv0-x4K9YFI.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Nv0-x4K9YFI.001.wav,output\preprocessing\preprocessed_full\Nv0-x4K9YFI.001.wav,15.3019375,0,,,,,,
Nv0-x4K9YFI.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Nv0-x4K9YFI.002.wav,output\preprocessing\preprocessed_full\Nv0-x4K9YFI.002.wav,15.3019375,0,,,,,,
Nv0-x4K9YFI.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Nv0-x4K9YFI.004.wav,output\preprocessing\preprocessed_full\Nv0-x4K9YFI.004.wav,15.3019375,0,,,,,,
Nv0-x4K9YFI.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Nv0-x4K9YFI.005.wav,output\preprocessing\preprocessed_full\Nv0-x4K9YFI.005.wav,15.3019375,0,,,,,,
NvJ4jRPUuS0.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NvJ4jRPUuS0.001.wav,output\preprocessing\preprocessed_full\NvJ4jRPUuS0.001.wav,15.3019375,0,,,,,,
NvwD448H-40.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NvwD448H-40.001.wav,output\preprocessing\preprocessed_full\NvwD448H-40.001.wav,15.3019375,0,,,,,,
NzCflfxgvwo.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\NzCflfxgvwo.003.wav,output\preprocessing\preprocessed_full\NzCflfxgvwo.003.wav,15.3019375,0,,,,,,
O14mSiNfYDo.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O14mSiNfYDo.001.wav,output\preprocessing\preprocessed_full\O14mSiNfYDo.001.wav,15.3019375,0,,,,,,
O14mSiNfYDo.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O14mSiNfYDo.002.wav,output\preprocessing\preprocessed_full\O14mSiNfYDo.002.wav,15.3019375,0,,,,,,
O14mSiNfYDo.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O14mSiNfYDo.005.wav,output\preprocessing\preprocessed_full\O14mSiNfYDo.005.wav,15.3019375,0,,,,,,
O2J_3ScUCUQ.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O2J_3ScUCUQ.004.wav,output\preprocessing\preprocessed_full\O2J_3ScUCUQ.004.wav,15.3019375,0,,,,,,
O2wMPdp2-Is.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O2wMPdp2-Is.002.wav,output\preprocessing\preprocessed_full\O2wMPdp2-Is.002.wav,15.3019375,0,,,,,,
O3_j0d7mq7k.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O3_j0d7mq7k.001.wav,output\preprocessing\preprocessed_full\O3_j0d7mq7k.001.wav,15.3019375,0,,,,,,
O3_j0d7mq7k.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O3_j0d7mq7k.002.wav,output\preprocessing\preprocessed_full\O3_j0d7mq7k.002.wav,15.3019375,0,,,,,,
O3_j0d7mq7k.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O3_j0d7mq7k.004.wav,output\preprocessing\preprocessed_full\O3_j0d7mq7k.004.wav,15.3019375,0,,,,,,
O7h-kf7hPIU.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O7h-kf7hPIU.001.wav,output\preprocessing\preprocessed_full\O7h-kf7hPIU.001.wav,15.3019375,0,,,,,,
O7h-kf7hPIU.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O7h-kf7hPIU.005.wav,output\preprocessing\preprocessed_full\O7h-kf7hPIU.005.wav,15.3019375,0,,,,,,
O7ke1Wjb1ZM.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O7ke1Wjb1ZM.003.wav,output\preprocessing\preprocessed_full\O7ke1Wjb1ZM.003.wav,15.3019375,0,,,,,,
O8L2pHEIcuo.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\O8L2pHEIcuo.004.wav,output\preprocessing\preprocessed_full\O8L2pHEIcuo.004.wav,15.3019375,0,,,,,,
OACoHiwOdXQ.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OACoHiwOdXQ.002.wav,output\preprocessing\preprocessed_full\OACoHiwOdXQ.002.wav,15.3019375,0,,,,,,
OACoHiwOdXQ.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OACoHiwOdXQ.003.wav,output\preprocessing\preprocessed_full\OACoHiwOdXQ.003.wav,15.3019375,0,,,,,,
OACoHiwOdXQ.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OACoHiwOdXQ.005.wav,output\preprocessing\preprocessed_full\OACoHiwOdXQ.005.wav,15.3019375,0,,,,,,
OCMseWyLuBQ.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OCMseWyLuBQ.001.wav,output\preprocessing\preprocessed_full\OCMseWyLuBQ.001.wav,15.3019375,0,,,,,,
OD3cfWeJaOY.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OD3cfWeJaOY.003.wav,output\preprocessing\preprocessed_full\OD3cfWeJaOY.003.wav,15.3019375,0,,,,,,
OD3cfWeJaOY.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OD3cfWeJaOY.004.wav,output\preprocessing\preprocessed_full\OD3cfWeJaOY.004.wav,15.3019375,0,,,,,,
OD3cfWeJaOY.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OD3cfWeJaOY.005.wav,output\preprocessing\preprocessed_full\OD3cfWeJaOY.005.wav,15.3019375,0,,,,,,
ODDGS0hTcUc.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\ODDGS0hTcUc.000.wav,output\preprocessing\preprocessed_full\ODDGS0hTcUc.000.wav,15.3019375,0,,,,,,
ODDGS0hTcUc.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\ODDGS0hTcUc.001.wav,output\preprocessing\preprocessed_full\ODDGS0hTcUc.001.wav,15.3019375,0,,,,,,
ODDGS0hTcUc.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\ODDGS0hTcUc.004.wav,output\preprocessing\preprocessed_full\ODDGS0hTcUc.004.wav,15.3019375,0,,,,,,
OD_gyCYpR8U.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OD_gyCYpR8U.002.wav,output\preprocessing\preprocessed_full\OD_gyCYpR8U.002.wav,15.3019375,0,,,,,,
OEKg-Tvwcbk.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OEKg-Tvwcbk.000.wav,output\preprocessing\preprocessed_full\OEKg-Tvwcbk.000.wav,15.3019375,0,,,,,,
OEKg-Tvwcbk.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OEKg-Tvwcbk.003.wav,output\preprocessing\preprocessed_full\OEKg-Tvwcbk.003.wav,15.3019375,0,,,,,,
OIRq4d8IyKc.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OIRq4d8IyKc.002.wav,output\preprocessing\preprocessed_full\OIRq4d8IyKc.002.wav,15.3019375,0,,,,,,
OIRq4d8IyKc.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OIRq4d8IyKc.003.wav,output\preprocessing\preprocessed_full\OIRq4d8IyKc.003.wav,15.3019375,0,,,,,,
OLFhKCgexRU.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OLFhKCgexRU.000.wav,output\preprocessing\preprocessed_full\OLFhKCgexRU.000.wav,15.3019375,0,,,,,,
OLFhKCgexRU.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OLFhKCgexRU.001.wav,output\preprocessing\preprocessed_full\OLFhKCgexRU.001.wav,15.3019375,0,,,,,,
OLFhKCgexRU.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OLFhKCgexRU.002.wav,output\preprocessing\preprocessed_full\OLFhKCgexRU.002.wav,15.3019375,0,,,,,,
OLFhKCgexRU.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OLFhKCgexRU.004.wav,output\preprocessing\preprocessed_full\OLFhKCgexRU.004.wav,15.3019375,0,,,,,,
OMHlfDF99Mw.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OMHlfDF99Mw.000.wav,output\preprocessing\preprocessed_full\OMHlfDF99Mw.000.wav,15.3019375,0,,,,,,
OMHlfDF99Mw.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OMHlfDF99Mw.003.wav,output\preprocessing\preprocessed_full\OMHlfDF99Mw.003.wav,15.3019375,0,,,,,,
OMHlfDF99Mw.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OMHlfDF99Mw.004.wav,output\preprocessing\preprocessed_full\OMHlfDF99Mw.004.wav,15.3019375,0,,,,,,
OSDlyk5ZgAk.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OSDlyk5ZgAk.004.wav,output\preprocessing\preprocessed_full\OSDlyk5ZgAk.004.wav,15.3019375,0,,,,,,
OTXGM3Guxy4.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OTXGM3Guxy4.000.wav,output\preprocessing\preprocessed_full\OTXGM3Guxy4.000.wav,15.3019375,0,,,,,,
OTXGM3Guxy4.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OTXGM3Guxy4.003.wav,output\preprocessing\preprocessed_full\OTXGM3Guxy4.003.wav,15.3019375,0,,,,,,
OTXGM3Guxy4.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OTXGM3Guxy4.004.wav,output\preprocessing\preprocessed_full\OTXGM3Guxy4.004.wav,15.3019375,0,,,,,,
OTXGM3Guxy4.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OTXGM3Guxy4.005.wav,output\preprocessing\preprocessed_full\OTXGM3Guxy4.005.wav,15.3019375,0,,,,,,
OWZ-qVZG14A.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OWZ-qVZG14A.000.wav,output\preprocessing\preprocessed_full\OWZ-qVZG14A.000.wav,15.3019375,0,,,,,,
OWZ-qVZG14A.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OWZ-qVZG14A.002.wav,output\preprocessing\preprocessed_full\OWZ-qVZG14A.002.wav,15.3019375,0,,,,,,
OWZ-qVZG14A.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OWZ-qVZG14A.003.wav,output\preprocessing\preprocessed_full\OWZ-qVZG14A.003.wav,15.3019375,0,,,,,,
OWZ-qVZG14A.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OWZ-qVZG14A.004.wav,output\preprocessing\preprocessed_full\OWZ-qVZG14A.004.wav,15.3019375,0,,,,,,
OWZ-qVZG14A.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OWZ-qVZG14A.005.wav,output\preprocessing\preprocessed_full\OWZ-qVZG14A.005.wav,15.3019375,0,,,,,,
OZaP2T74bLI.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZaP2T74bLI.000.wav,output\preprocessing\preprocessed_full\OZaP2T74bLI.000.wav,15.3019375,0,,,,,,
OZaP2T74bLI.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZaP2T74bLI.001.wav,output\preprocessing\preprocessed_full\OZaP2T74bLI.001.wav,15.3019375,0,,,,,,
OZaP2T74bLI.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZaP2T74bLI.004.wav,output\preprocessing\preprocessed_full\OZaP2T74bLI.004.wav,15.3019375,0,,,,,,
OZaP2T74bLI.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZaP2T74bLI.005.wav,output\preprocessing\preprocessed_full\OZaP2T74bLI.005.wav,15.3019375,0,,,,,,
OZlpENU9h28.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZlpENU9h28.000.wav,output\preprocessing\preprocessed_full\OZlpENU9h28.000.wav,15.3019375,0,,,,,,
OZlpENU9h28.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZlpENU9h28.002.wav,output\preprocessing\preprocessed_full\OZlpENU9h28.002.wav,15.3019375,0,,,,,,
OZlpENU9h28.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZlpENU9h28.003.wav,output\preprocessing\preprocessed_full\OZlpENU9h28.003.wav,15.3019375,0,,,,,,
OZlpENU9h28.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OZlpENU9h28.005.wav,output\preprocessing\preprocessed_full\OZlpENU9h28.005.wav,15.3019375,0,,,,,,
OcS4H_dFeOc.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OcS4H_dFeOc.001.wav,output\preprocessing\preprocessed_full\OcS4H_dFeOc.001.wav,15.3019375,0,,,,,,
OckL7z_nBGg.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OckL7z_nBGg.002.wav,output\preprocessing\preprocessed_full\OckL7z_nBGg.002.wav,15.3019375,0,,,,,,
OckL7z_nBGg.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OckL7z_nBGg.003.wav,output\preprocessing\preprocessed_full\OckL7z_nBGg.003.wav,15.3019375,0,,,,,,
OckL7z_nBGg.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OckL7z_nBGg.004.wav,output\preprocessing\preprocessed_full\OckL7z_nBGg.004.wav,15.3019375,0,,,,,,
OckL7z_nBGg.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OckL7z_nBGg.005.wav,output\preprocessing\preprocessed_full\OckL7z_nBGg.005.wav,15.3019375,0,,,,,,
OdwK_oMdfSU.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OdwK_oMdfSU.000.wav,output\preprocessing\preprocessed_full\OdwK_oMdfSU.000.wav,15.3019375,0,,,,,,
OdwK_oMdfSU.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OdwK_oMdfSU.002.wav,output\preprocessing\preprocessed_full\OdwK_oMdfSU.002.wav,15.3019375,0,,,,,,
OdwK_oMdfSU.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OdwK_oMdfSU.003.wav,output\preprocessing\preprocessed_full\OdwK_oMdfSU.003.wav,15.3019375,0,,,,,,
OdwK_oMdfSU.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OdwK_oMdfSU.005.wav,output\preprocessing\preprocessed_full\OdwK_oMdfSU.005.wav,15.3019375,0,,,,,,
Oe7ItP7gS4w.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Oe7ItP7gS4w.000.wav,output\preprocessing\preprocessed_full\Oe7ItP7gS4w.000.wav,15.3019375,0,,,,,,
Oe7ItP7gS4w.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Oe7ItP7gS4w.002.wav,output\preprocessing\preprocessed_full\Oe7ItP7gS4w.002.wav,15.3019375,0,,,,,,
Oe7ItP7gS4w.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Oe7ItP7gS4w.004.wav,output\preprocessing\preprocessed_full\Oe7ItP7gS4w.004.wav,15.3019375,0,,,,,,
OeGMd58Wgsk.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OeGMd58Wgsk.000.wav,output\preprocessing\preprocessed_full\OeGMd58Wgsk.000.wav,15.3019375,0,,,,,,
OeGMd58Wgsk.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OeGMd58Wgsk.003.wav,output\preprocessing\preprocessed_full\OeGMd58Wgsk.003.wav,15.3019375,0,,,,,,
OeT6Skotv7g.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OeT6Skotv7g.004.wav,output\preprocessing\preprocessed_full\OeT6Skotv7g.004.wav,15.3019375,0,,,,,,
OgPC4wnLJR0.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OgPC4wnLJR0.001.wav,output\preprocessing\preprocessed_full\OgPC4wnLJR0.001.wav,15.3019375,0,,,,,,
OgPC4wnLJR0.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OgPC4wnLJR0.002.wav,output\preprocessing\preprocessed_full\OgPC4wnLJR0.002.wav,15.3019375,0,,,,,,
OgPC4wnLJR0.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OgPC4wnLJR0.003.wav,output\preprocessing\preprocessed_full\OgPC4wnLJR0.003.wav,15.3019375,0,,,,,,
OgPC4wnLJR0.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OgPC4wnLJR0.004.wav,output\preprocessing\preprocessed_full\OgPC4wnLJR0.004.wav,15.3019375,0,,,,,,
OgPC4wnLJR0.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OgPC4wnLJR0.005.wav,output\preprocessing\preprocessed_full\OgPC4wnLJR0.005.wav,15.3019375,0,,,,,,
OhHg1lyxe4I.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OhHg1lyxe4I.000.wav,output\preprocessing\preprocessed_full\OhHg1lyxe4I.000.wav,15.3019375,0,,,,,,
OhHg1lyxe4I.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OhHg1lyxe4I.001.wav,output\preprocessing\preprocessed_full\OhHg1lyxe4I.001.wav,15.3019375,0,,,,,,
OhHg1lyxe4I.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OhHg1lyxe4I.002.wav,output\preprocessing\preprocessed_full\OhHg1lyxe4I.002.wav,15.3019375,0,,,,,,
OmXuhT4yJpo.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OmXuhT4yJpo.000.wav,output\preprocessing\preprocessed_full\OmXuhT4yJpo.000.wav,15.3019375,0,,,,,,
OmXuhT4yJpo.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OmXuhT4yJpo.005.wav,output\preprocessing\preprocessed_full\OmXuhT4yJpo.005.wav,15.3019375,0,,,,,,
On2c_8sU8Vw.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\On2c_8sU8Vw.001.wav,output\preprocessing\preprocessed_full\On2c_8sU8Vw.001.wav,15.3019375,0,,,,,,
On2c_8sU8Vw.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\On2c_8sU8Vw.002.wav,output\preprocessing\preprocessed_full\On2c_8sU8Vw.002.wav,15.3019375,0,,,,,,
On2c_8sU8Vw.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\On2c_8sU8Vw.004.wav,output\preprocessing\preprocessed_full\On2c_8sU8Vw.004.wav,15.3019375,0,,,,,,
OovRk5U9_GY.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OovRk5U9_GY.000.wav,output\preprocessing\preprocessed_full\OovRk5U9_GY.000.wav,15.3019375,0,,,,,,
OovRk5U9_GY.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OovRk5U9_GY.004.wav,output\preprocessing\preprocessed_full\OovRk5U9_GY.004.wav,15.3019375,0,,,,,,
OoxYhDbzWwg.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OoxYhDbzWwg.002.wav,output\preprocessing\preprocessed_full\OoxYhDbzWwg.002.wav,15.3019375,0,,,,,,
OoxYhDbzWwg.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OoxYhDbzWwg.005.wav,output\preprocessing\preprocessed_full\OoxYhDbzWwg.005.wav,15.3019375,0,,,,,,
Or2_bP4lWYI.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Or2_bP4lWYI.000.wav,output\preprocessing\preprocessed_full\Or2_bP4lWYI.000.wav,15.3019375,0,,,,,,
Or2_bP4lWYI.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Or2_bP4lWYI.001.wav,output\preprocessing\preprocessed_full\Or2_bP4lWYI.001.wav,15.3019375,0,,,,,,
Or2_bP4lWYI.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Or2_bP4lWYI.002.wav,output\preprocessing\preprocessed_full\Or2_bP4lWYI.002.wav,15.3019375,0,,,,,,
Or2_bP4lWYI.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Or2_bP4lWYI.004.wav,output\preprocessing\preprocessed_full\Or2_bP4lWYI.004.wav,15.3019375,0,,,,,,
Or2_bP4lWYI.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Or2_bP4lWYI.005.wav,output\preprocessing\preprocessed_full\Or2_bP4lWYI.005.wav,15.3019375,0,,,,,,
Os7L5C-i9Fw.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Os7L5C-i9Fw.000.wav,output\preprocessing\preprocessed_full\Os7L5C-i9Fw.000.wav,15.3019375,0,,,,,,
Os7L5C-i9Fw.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Os7L5C-i9Fw.003.wav,output\preprocessing\preprocessed_full\Os7L5C-i9Fw.003.wav,15.3019375,0,,,,,,
Os7L5C-i9Fw.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\Os7L5C-i9Fw.004.wav,output\preprocessing\preprocessed_full\Os7L5C-i9Fw.004.wav,15.3019375,0,,,,,,
OtGJDbI9qkM.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OtGJDbI9qkM.000.wav,output\preprocessing\preprocessed_full\OtGJDbI9qkM.000.wav,15.3019375,0,,,,,,
OtGJDbI9qkM.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OtGJDbI9qkM.002.wav,output\preprocessing\preprocessed_full\OtGJDbI9qkM.002.wav,15.3019375,0,,,,,,
OtGJDbI9qkM.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OtGJDbI9qkM.004.wav,output\preprocessing\preprocessed_full\OtGJDbI9qkM.004.wav,15.3019375,0,,,,,,
OtGJDbI9qkM.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OtGJDbI9qkM.005.wav,output\preprocessing\preprocessed_full\OtGJDbI9qkM.005.wav,15.3019375,0,,,,,,
OuE91U_n04E.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OuE91U_n04E.000.wav,output\preprocessing\preprocessed_full\OuE91U_n04E.000.wav,15.3019375,0,,,,,,
OuE91U_n04E.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OuE91U_n04E.001.wav,output\preprocessing\preprocessed_full\OuE91U_n04E.001.wav,15.2323125,0,,,,,,
OugdInDyt9s.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OugdInDyt9s.000.wav,output\preprocessing\preprocessed_full\OugdInDyt9s.000.wav,15.3019375,0,,,,,,
OugdInDyt9s.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OugdInDyt9s.003.wav,output\preprocessing\preprocessed_full\OugdInDyt9s.003.wav,15.3019375,0,,,,,,
OugdInDyt9s.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OugdInDyt9s.005.wav,output\preprocessing\preprocessed_full\OugdInDyt9s.005.wav,15.3019375,0,,,,,,
OwI3Q-qUqDw.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OwI3Q-qUqDw.000.wav,output\preprocessing\preprocessed_full\OwI3Q-qUqDw.000.wav,15.3019375,0,,,,,,
OwI3Q-qUqDw.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OwI3Q-qUqDw.001.wav,output\preprocessing\preprocessed_full\OwI3Q-qUqDw.001.wav,15.3019375,0,,,,,,
OwI3Q-qUqDw.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OwI3Q-qUqDw.002.wav,output\preprocessing\preprocessed_full\OwI3Q-qUqDw.002.wav,15.3019375,0,,,,,,
OwI3Q-qUqDw.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OwI3Q-qUqDw.005.wav,output\preprocessing\preprocessed_full\OwI3Q-qUqDw.005.wav,15.3019375,0,,,,,,
OwlFAiE0Qrg.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\OwlFAiE0Qrg.000.wav,output\preprocessing\preprocessed_full\OwlFAiE0Qrg.000.wav,15.3019375,0,,,,,,
