clip_id,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
5hFRSHAis2E.003,36.78899,0.10527359,33.90888,35.96659,40.892635,6.983757,76.794655,125.86654,46.61444,42.352917,0.68081594,0.606603,0.3048929,0.5810228,1.0109994,0.70610654,9.162288,6.2334433,7.892931,5.134084,0.24702102,0.89565027,24.605782,0.45683244,-0.600025,-26.693825,3.0839434,4.5365777,-15.602754,-1.2333606,0.014685181,1.5413042,0.9334391,0.7391547,9.036348,0.37982014,9.785349,1.0626574,23.72919,0.5138955,768.3357,0.2828334,1359.9703,0.18007044,-84.315155,-1.0696507,1761.1061,0.12976635,1101.6147,0.27174312,-83.41126,-1.0121642,2827.076,0.11419576,967.32855,0.36728892,-88.02574,-0.9207479,-10.6865425,-0.7508857,19.252642,0.5125235,0.055298623,0.35280773,-0.00895269,-1.3936785,0.29949322,0.7974956,27.81467,0.35570922,-4.160368,-4.0019436,5.2835608,2.7771673,-20.055521,-0.98982745,-7.8514314,16.227924,0.032922056,-0.0053610336,0.15309444,3.5356905,2.3427043,0.2642857,0.19031231,0.14617647,0.15550703,-24.192253
5hFRSHAis2E.004,36.0883,0.08187306,33.50362,35.799435,38.426952,4.923332,135.95715,159.61568,32.41995,44.60503,0.611407,0.6052136,0.26816508,0.5273337,0.9151635,0.6469984,7.5659904,5.265798,5.179736,3.2216516,0.20155603,0.8512301,25.30286,0.42975402,1.6028692,9.359065,2.2198539,6.6634,-15.539956,-1.2070208,0.015011303,2.5243354,0.9119049,0.92179215,9.627281,0.29939294,10.419689,1.0589846,25.816433,0.42219496,742.0745,0.28413665,1441.8359,0.14583653,-92.083916,-1.0018429,1724.9124,0.13234709,1159.1576,0.30498275,-89.91654,-0.96543324,2810.263,0.1112573,1000.2335,0.36657724,-95.52843,-0.86234486,-10.633998,-0.7445893,20.37608,0.47834343,0.05459686,0.36427107,-0.011630051,-1.1452621,0.2513418,0.72619474,29.545336,0.30753002,-2.503108,-6.4027934,3.2997584,5.253913,-21.940792,-0.90499574,-9.18794,17.720148,0.030550275,-0.005775856,0.12690914,3.2021348,2.476573,0.2335135,0.15605295,0.15885714,0.109694935,-24.946507
5hFRSHAis2E.005,35.78279,0.098244876,33.12439,35.50648,37.30891,4.1845207,350.90668,828.74915,17.458548,9.918583,0.7208582,0.59057134,0.30931327,0.61488235,1.1371216,0.82780826,7.870008,4.446097,7.6528006,5.7121773,0.29270035,0.8586618,25.983097,0.4196829,1.2315693,13.172021,1.4634329,10.263234,-10.524524,-1.5380195,0.014640041,1.5255545,0.92911136,0.71439964,9.06995,0.34979394,12.887611,0.9543247,26.934793,0.46244225,741.3649,0.29232395,1390.7502,0.1853004,-88.27555,-1.049841,1757.4482,0.13702117,1136.7722,0.29215413,-88.21548,-0.9826859,2835.6455,0.115376405,1038.8849,0.31097728,-93.345055,-0.8855486,-11.033333,-0.7369055,22.192884,0.4556568,0.051693313,0.44222102,-0.00897386,-1.5156839,0.3733689,0.71438575,29.901524,0.30345935,-3.7613242,-4.563334,3.2202199,5.3600764,-15.679434,-1.0423186,-9.208277,19.257507,0.021806758,-0.0037784749,0.16967283,3.6024017,2.545211,0.22973683,0.12507865,0.15882352,0.1845625,-22.00833
5kY-Iv6UkeU.003,23.31006,0.22124745,20.567217,22.433245,24.02772,3.4605026,360.03845,889.2128,71.507355,65.52334,0.48001766,0.51055247,0.28275144,0.41785035,0.64365363,0.3609022,7.0404515,3.6142519,4.070638,3.1117873,0.20941286,0.75296146,27.927633,0.3315182,4.1017327,2.7045317,1.4874864,7.660558,-5.4774175,-2.4841487,0.02171237,1.134428,1.5168892,0.6143566,2.484,0.80895346,-2.8526978,-2.1972969,14.96057,0.56885636,622.6427,0.42139187,1330.6196,0.17776932,-141.27986,-0.6067532,1660.6012,0.20629838,995.7452,0.21822289,-143.07167,-0.56820494,2714.0532,0.12258975,890.08655,0.42893377,-144.78912,-0.5442393,-13.66399,-0.35254532,23.143564,0.21715577,0.040071785,0.48173705,-0.017674673,-0.88616854,0.2884698,0.67416495,28.749386,0.23392428,5.966032,1.7120963,4.115136,3.0936835,-6.2274485,-2.887392,-11.526585,22.082933,0.035638086,-0.011832742,0.17376874,3.7358239,2.9470866,0.095,0.081030294,0.22930233,0.21792248,-27.847288
5wpoKhbt28c.001,36.78533,0.15135084,35.144417,37.041656,39.89999,4.7555733,227.08617,240.09927,91.93051,136.51233,1.3023002,0.4580124,0.7080275,1.2366215,1.8789194,1.1708919,15.19934,10.383079,6.6816278,3.6183515,0.6939238,0.6361636,18.468416,0.46160844,-1.0364782,-13.950146,3.046642,4.5183396,-2.6350784,-5.559883,0.019009994,1.4358479,1.1983517,0.4321668,5.284671,0.55772835,4.149532,2.2273505,18.395266,0.50978386,727.8141,0.3341454,1363.6184,0.1635809,-123.52299,-0.7375793,1695.6764,0.14443208,1159.0575,0.28958902,-115.55386,-0.77667665,2730.607,0.093815014,991.9535,0.34071139,-118.829216,-0.72503376,-6.696133,-0.9728468,18.535652,0.39162534,0.011379697,2.2436616,-0.012341561,-1.0415329,0.8554121,0.51558703,22.407223,0.29838592,-6.7803297,-2.105992,0.5980437,25.395369,-9.530202,-1.523678,-8.017318,17.131737,-0.010410882,-0.0071195685,0.5683402,3.7358239,3.2797859,0.12612244,0.096991815,0.1554,0.17424361,-18.504478
5wpoKhbt28c.002,41.258663,0.11674851,37.54414,41.180676,45.821392,8.277252,38.492413,22.206669,67.46164,138.77924,1.4575913,0.43302152,0.87832093,1.3873391,2.0615165,1.1831956,20.189806,16.799389,8.316037,5.0917892,0.8071429,0.70622236,16.453138,0.6189846,-9.282014,-1.6928917,-6.6124144,-2.6051514,-12.640053,-1.5028416,0.021619828,1.2792237,1.2165828,0.51393676,6.2719626,0.69183165,3.910049,2.3526618,17.415003,0.62466305,837.45966,0.25673044,1340.7272,0.18281576,-87.47333,-1.0819912,1751.7126,0.12639734,1186.7983,0.30079922,-81.67359,-1.0876713,2809.529,0.077075265,895.7626,0.370803,-86.58931,-0.98133093,-5.8986926,-1.2388818,19.485312,0.4088356,0.04906458,0.6678295,-0.010687834,-1.4518247,0.9925124,0.55353206,20.333134,0.43323237,-14.528544,-1.1006312,-10.390874,-1.6833665,-19.358082,-0.96070933,-4.011054,11.734986,0.0087123765,-0.0046415734,0.49506715,3.268846,2.2088354,0.27363634,0.30188116,0.174,0.24624649,-16.924711
5wpoKhbt28c.004,35.461575,0.07341299,33.59942,34.816753,36.48335,2.8839302,37.511242,37.479,84.17546,148.43869,1.3113465,0.44592848,0.7811171,1.2143384,1.8215477,1.0404307,16.235111,11.144227,7.759973,5.1669283,0.70633435,0.73812866,17.361647,0.54342926,-2.2577643,-5.3992753,2.6300638,5.337661,-6.012102,-2.9962616,0.016850103,1.6770284,1.2523404,0.4592413,5.213631,0.5200415,0.7225303,13.160452,16.702702,0.5694477,655.24066,0.34332648,1394.7765,0.1673746,-133.46033,-0.67806894,1661.1226,0.14824197,1148.6362,0.28802165,-126.98264,-0.7017052,2688.5461,0.09455187,1021.41895,0.35450974,-129.54205,-0.6630078,-7.0149674,-0.96169066,18.696054,0.3597248,0.019240083,1.3431432,-0.018788323,-0.89761287,0.96850246,0.5335865,22.877563,0.35046095,-7.805966,-1.7612016,-0.049713485,-310.71973,-16.92386,-1.0917636,-6.2916093,14.373569,-0.008155241,-0.007056274,0.5468885,4.06938,3.0140657,0.11666667,0.0945398,0.20833333,0.21394166,-18.418427
5z4G0biL9B4.000,31.930447,0.12707937,29.703053,30.876068,34.926872,5.2238197,99.06834,170.23218,68.222244,92.55552,0.54615253,0.70645237,0.21320969,0.45088768,0.8512629,0.63805324,8.813875,4.558066,7.398604,4.7423816,0.19597399,0.8641768,20.317411,0.9396679,2.5731418,6.9020443,13.895346,1.4033891,-7.8404593,-2.6253629,0.017697234,1.8179471,0.99043256,0.78806424,7.0660415,0.5392796,4.6337395,2.210518,20.376547,0.5099154,585.6648,0.39455312,1347.1083,0.15306722,-102.60158,-0.9101564,1650.6448,0.16271771,1016.59735,0.44225052,-102.11561,-0.85937196,2721.8801,0.10032124,940.3345,0.4285661,-103.337585,-0.8368378,-11.132484,-0.7672645,21.11032,0.46026388,0.046868064,0.46308297,-0.013198995,-1.3316466,0.26110792,0.6901543,28.807198,0.42434376,-0.28531215,-64.101974,18.229923,1.0183079,-16.388233,-1.2208526,-5.257249,14.03983,0.021625055,0.004844458,0.121665955,4.2028017,3.0851777,0.16347826,0.11487644,0.14355555,0.12354316,-26.324333
5z4G0biL9B4.003,33.93811,0.09484901,31.65757,33.136406,35.99295,4.3353806,76.01335,127.38493,25.91084,34.48267,0.6337175,0.5748347,0.29020914,0.59713095,0.9631907,0.6729815,10.531897,5.0517855,8.055542,5.391744,0.2296274,0.72202873,24.500519,0.6649218,0.28582114,57.99862,18.646595,0.9952003,-13.326371,-1.3510717,0.016531829,1.4013091,0.96061224,0.86361915,8.403112,0.38599414,6.111872,1.5258682,21.597933,0.47101256,573.3531,0.3589176,1343.5587,0.14494303,-76.67336,-1.1652563,1674.4885,0.14305413,972.69666,0.39850175,-77.39339,-1.0465673,2694.3042,0.09875272,990.7893,0.37271556,-78.35964,-1.0248404,-12.371083,-0.6294054,20.909718,0.45132595,0.05015009,0.3710427,-0.018551895,-0.79823726,0.2680409,0.6358196,30.198877,0.36603868,-1.5992409,-10.444948,20.709015,0.9293252,-17.707262,-0.9506383,-4.957815,13.2215605,0.028162058,-0.00048630897,0.1522126,5.136758,2.6121902,0.2502564,0.16819535,0.11810811,0.096024714,-24.923931
5z4G0biL9B4.005,32.387287,0.08154179,30.146687,31.751085,34.478786,4.3321,61.617016,93.36783,26.142712,28.651222,0.6524126,0.68919635,0.2549675,0.5509354,1.0238726,0.7689051,10.604138,5.261972,7.354371,4.490384,0.26487172,1.0077811,23.827517,0.7286505,0.3988169,45.70574,12.918694,1.3868113,-9.129022,-1.996143,0.014007965,1.4460022,0.89635867,0.82774186,7.698863,0.40567356,3.8926425,2.270169,23.515938,0.5052402,615.43823,0.37241244,1406.2644,0.18060201,-90.963135,-1.0374556,1666.5433,0.1580428,1071.7665,0.38893154,-91.366875,-0.9699915,2762.2725,0.10926068,1005.93054,0.4291992,-95.07137,-0.8995542,-11.069355,-0.8061527,23.057047,0.45119438,0.04209498,0.45940694,-0.014445337,-1.1901436,0.34556365,0.8309259,31.927504,0.33901924,-1.8095038,-10.652012,13.427511,1.4819398,-16.338606,-1.0033073,-6.2947206,15.272816,0.005652699,0.0035152372,0.15264656,3.8692462,2.141901,0.265,0.21255882,0.18187499,0.1583003,-24.10288
6-O-HJf6OZI.001,39.387466,0.19349696,34.06478,37.219303,42.287144,8.2223625,231.65616,384.1153,144.93356,140.7799,0.27926078,0.6961122,0.11667609,0.21993995,0.42969936,0.31302327,4.6312394,4.3391757,2.7893782,1.8878098,0.06361354,1.1668669,9.821952,1.065324,-12.727686,-1.6382151,5.4300256,2.9386973,11.973113,1.4983273,0.029099623,1.6037701,1.6092808,0.6258689,3.748948,0.98262614,-3.5127313,-3.882259,-1.1881868,-12.42974,915.29663,0.2887068,1226.5044,0.253674,-129.50172,-0.7383714,1808.2203,0.13689546,1303.7021,0.2824419,-120.46201,-0.8098058,2749.507,0.09219747,1075.677,0.31179655,-121.60019,-0.78136843,5.3943186,1.1115203,9.43113,1.0833826,0.017045097,0.99263704,0.020666126,0.7012119,0.109519355,0.8729819,13.725746,0.62337106,-27.935144,-0.60655713,-0.2591719,-74.79021,0.25105813,59.87936,-0.6151307,9.034179,-0.011389304,0.024832955,0.034841117,3.1354237,2.610442,0.13923076,0.13076471,0.22894737,0.3549336,-37.311623
6-O-HJf6OZI.002,37.864258,0.14011884,33.346367,36.807957,42.86495,9.518581,505.37524,897.7675,96.16455,106.59698,0.25679064,0.68515223,0.09640372,0.208584,0.4116009,0.31519717,3.4364052,1.8052865,2.428429,1.3151919,0.060218293,1.0776561,14.098683,0.65010804,-15.180761,-1.2939999,2.4163783,7.544632,12.281005,1.3183023,0.01963105,1.7934662,1.3739777,0.62528104,4.4424186,0.9516268,-1.97032,-5.542241,0.888703,14.10675,811.1323,0.3184839,1220.3983,0.20617062,-125.41863,-0.7701443,1738.5243,0.14356735,1216.0074,0.28176162,-116.36155,-0.8512498,2700.2202,0.102215335,1006.9796,0.27933377,-119.22706,-0.7999941,3.9493937,1.4850814,11.395796,0.82557076,0.014153621,1.4705745,0.023400523,0.5370388,0.09022183,0.8185068,17.678148,0.44016743,-27.81715,-0.5294732,-3.070052,-6.2453356,1.4856706,8.724319,-2.1207337,13.346744,-0.0112239,0.027912363,0.03941309,2.9352903,1.8741634,0.20785715,0.14117764,0.305,0.4012525,-38.494595
6-O-HJf6OZI.004,36.93403,0.17972054,32.56832,33.993454,39.53252,6.964199,238.67567,283.98257,104.63015,103.17041,0.2755645,0.7014553,0.09959936,0.22673559,0.40788865,0.3082893,4.560942,2.517154,2.7921035,1.8963819,0.06377167,0.94231373,12.526014,0.79979736,-15.094944,-1.4220549,7.0354185,2.875319,13.005543,1.2254205,0.040944166,2.1240485,1.6649432,0.62446284,2.9165995,1.652696,-5.9829082,-1.567096,-6.0125914,-2.0908825,845.6494,0.33289376,1174.0616,0.29186296,-131.5686,-0.720023,1784.0405,0.16798648,1242.7682,0.30703345,-122.14458,-0.8066512,2738.3755,0.1135227,1112.6838,0.3514773,-123.63286,-0.77543586,6.0006676,0.9892873,8.678239,1.1661836,0.016977407,1.1138307,0.0195712,0.79316485,0.10403194,0.66082555,14.5342865,0.6333003,-29.475634,-0.5324181,-1.5408154,-14.182197,1.2496427,10.395183,-1.1350976,11.123384,-0.007738094,0.023629017,0.040059492,3.268846,2.476573,0.14054054,0.1238121,0.2427027,0.26731545,-37.555107
6-O-HJf6OZI.005,38.141327,0.13459842,34.09063,36.43137,42.386093,8.295464,140.2902,135.03516,94.1199,85.53538,0.2739399,0.63677365,0.12372611,0.22917135,0.41847152,0.29474542,4.4886827,3.07131,2.304194,1.9512326,0.064591356,1.0405126,12.684675,0.78845495,-18.28498,-1.088718,-3.2016914,-5.683827,7.997758,2.2408779,0.029893436,1.6272849,1.5758065,0.6371364,3.9840639,1.0250703,-1.5005438,-8.597198,3.9973643,3.7633598,892.25446,0.25697342,1226.2478,0.20678377,-94.42703,-1.0703437,1806.5275,0.12823507,1260.0519,0.28090236,-87.527214,-1.1386567,2764.8884,0.093697935,1013.5096,0.32182193,-91.9793,-1.0395008,4.770813,1.558005,12.079582,0.7736576,0.025226038,0.80738914,0.024350055,0.70695925,0.08699318,0.8849585,16.13369,0.51288265,-27.187046,-0.63607943,-8.607841,-2.0866272,1.7050778,10.707581,1.6476191,10.2236595,0.004771005,0.02567609,0.03895026,3.268846,2.7443106,0.18707317,0.11735383,0.15585366,0.13851081,-37.651886
6-_1-vBNl_0.000,39.436096,0.06658582,37.33006,39.395016,41.542675,4.212616,56.6929,59.45837,46.468826,71.02548,1.1618313,0.5144673,0.60251963,1.039461,1.7963021,1.1937824,16.488764,8.546101,10.588147,4.264737,0.5177847,0.6211148,16.319702,0.54120946,-9.297362,-1.9591745,23.95594,0.5746247,-21.906748,-0.8325628,0.01600192,1.3243514,1.2257617,0.502678,5.3129134,0.5599281,4.0845766,2.6797085,7.083947,1.6096014,718.00934,0.38595542,1176.644,0.21716677,-106.00276,-0.87195534,1785.949,0.14089704,927.36475,0.44002122,-88.06477,-0.98348445,2731.7522,0.09463042,981.61554,0.34054685,-85.57505,-1.0342615,-3.27275,-2.1328866,8.934016,0.9299009,0.013213763,2.277463,-0.017967785,-0.7400528,0.63719213,0.4907188,16.863533,0.46760732,-14.592981,-1.16627,25.039618,0.584564,-29.830074,-0.5272379,-6.472914,12.154752,-0.0056865467,-0.01326693,0.3442012,4.803202,3.951775,0.14101695,0.119854346,0.0937931,0.091195635,-21.79075
6-_1-vBNl_0.002,42.29131,0.22014919,39.585506,43.7646,49.409405,9.823898,246.42757,359.2399,101.917564,154.94028,1.2401866,0.5613068,0.46376008,1.2402992,1.9808334,1.5170734,14.897059,6.662877,9.546917,4.191163,0.6242721,0.7004565,16.159039,0.5420505,-14.880868,-1.3053718,21.917677,0.7315986,-20.730629,-0.87897706,0.019841878,1.8667375,1.1165483,0.55663687,5.5677123,0.74122626,4.7916255,2.2844656,6.299763,1.8935287,817.87494,0.33915877,1126.2628,0.27243602,-106.21542,-0.86858886,1837.7467,0.13795163,996.62427,0.3447257,-86.6003,-1.0276302,2781.587,0.08774749,936.42676,0.34731725,-85.472305,-1.0508789,-1.1650598,-7.3364706,9.4304285,0.99218494,0.010780522,3.1099567,-0.007870051,-2.084911,0.7784398,0.5362528,15.809666,0.5255054,-21.345171,-0.82216835,22.35647,0.78351945,-27.469902,-0.5939331,-6.0167456,13.183767,-0.0050593386,-0.006271635,0.3966418,3.6024017,2.945114,0.19386363,0.17511316,0.12522727,0.09801412,-20.275259
6-_1-vBNl_0.003,38.11548,0.21159844,37.907448,39.38969,42.430077,4.522629,327.7644,328.8459,59.555515,36.622627,1.189731,0.53818005,0.5424685,1.0983506,1.8799937,1.3375251,16.342422,7.9954305,10.283881,3.9212356,0.49102345,0.6193374,16.660189,0.5466044,-10.820992,-1.6655915,28.914444,0.55677307,-23.851858,-0.8819692,0.019176101,2.3395395,1.0910271,0.5699903,5.6348085,0.5726003,7.2742267,2.5203946,4.753288,2.6816165,711.52026,0.40305537,1183.8341,0.25136116,-92.91317,-0.9585263,1765.9756,0.14125694,870.1018,0.41198045,-72.86719,-1.1269912,2726.8154,0.088886,1018.14246,0.33609918,-69.17884,-1.2197347,-2.6739893,-2.9841716,8.127367,1.1570733,0.004562291,7.9264274,-0.015088196,-1.0816181,0.57583416,0.52357405,17.041454,0.49567512,-15.629148,-1.1028852,31.136353,0.50920147,-29.518225,-0.6780652,-7.1917806,13.452232,-0.012143794,-0.011023122,0.3073979,3.8692462,3.4136548,0.19019607,0.13948771,0.09065217,0.05854772,-21.18453
6-_1-vBNl_0.004,39.995968,0.20471363,36.701424,41.930195,44.242752,7.5413284,664.3229,875.53735,95.60172,94.61308,1.2475487,0.55189013,0.5707895,1.1768099,2.0030031,1.4322135,16.69678,8.074684,11.041307,4.8194995,0.5338797,0.6400849,16.115608,0.53831816,-15.486063,-1.2715967,25.590527,0.5430856,-21.160543,-0.9501967,0.016158067,1.909422,1.1594378,0.64954966,5.714303,0.6765431,6.113776,1.7225318,6.381298,1.9779139,720.2716,0.40078908,1158.5823,0.24520123,-104.158966,-0.8948869,1761.8982,0.15180477,929.2736,0.38273382,-80.23609,-1.1078819,2712.6243,0.093352,1004.06903,0.33930293,-78.00262,-1.1548383,-0.99050623,-7.914896,7.2013044,1.184545,0.0082449075,4.1239386,-0.008330017,-2.0298572,0.65030885,0.48287418,16.08998,0.45794484,-22.623766,-0.83269584,26.458479,0.552767,-29.197426,-0.6086405,-5.942373,11.445768,-0.0067877793,-0.007584487,0.34653136,4.06938,3.4159412,0.1727451,0.12993328,0.10408163,0.121821515,-20.775526
65xWDhgq1OE.002,35.5151,0.11391324,33.071056,35.72648,37.92457,4.853512,81.42025,91.02472,75.54217,119.64163,0.550492,0.6074783,0.241041,0.4951518,0.8226451,0.5816041,6.881754,4.0650787,3.6304872,2.3712313,0.23452368,0.93797225,25.190477,0.50762105,-2.2188663,-6.8730597,9.694247,1.5326726,-7.6033645,-2.319011,0.024057152,1.248379,1.1768863,0.49598405,7.0684595,0.5046035,5.782194,1.5025142,23.977535,0.41518724,704.2974,0.25281087,1382.5907,0.15180275,-115.57215,-0.7997348,1797.943,0.117061056,1042.8376,0.3314593,-117.0216,-0.7356297,2816.768,0.0827009,978.9519,0.3538691,-118.424416,-0.71479857,-13.957145,-0.51062596,23.423204,0.3769688,0.05567164,0.32135677,-0.025982374,-0.5269203,0.34806824,0.66114914,33.53722,0.2681977,-2.9953616,-4.835484,9.4582815,1.803991,-15.528311,-0.8782081,-7.0726852,13.204799,0.029276785,-0.00787679,0.1332153,2.5350235,2.0749667,0.2164516,0.2520055,0.27071428,0.3149255,-25.395761
65xWDhgq1OE.003,35.127193,0.18171911,34.06214,36.197002,38.335083,4.2729416,367.8783,612.6705,115.002396,199.7352,0.8118679,0.6331227,0.35111064,0.729394,1.1978536,0.8467429,11.104516,7.6606383,5.105127,2.8852074,0.37129468,0.8072116,25.832182,0.46746534,-6.1080337,-2.6791728,10.437731,1.4509932,-10.970166,-1.352526,0.019382194,1.2434608,1.1445341,0.51297325,6.4924626,0.6399538,6.0732007,1.7469834,20.497736,0.50691956,714.31903,0.28792068,1371.5065,0.15612547,-88.76549,-1.0150911,1762.1216,0.121193446,1056.287,0.3463968,-88.86695,-0.9443395,2773.5493,0.09431349,948.9417,0.34293678,-91.04097,-0.9015312,-11.643452,-0.67525524,20.614836,0.41722435,0.036035225,0.72672397,-0.02109536,-0.70163715,0.48053297,0.6261892,30.3159,0.2933713,-9.022663,-1.8110036,10.204438,1.6219468,-15.530564,-0.9075805,-7.7819223,14.369631,0.015401608,-0.010003686,0.19952221,2.5350235,3.1480243,0.18553191,0.17918025,0.122093014,0.1172665,-21.724133
65xWDhgq1OE.004,36.066196,0.09246902,33.120304,35.566364,37.979805,4.859501,60.039772,118.42257,84.69893,234.9492,0.6635069,0.57376134,0.33804828,0.6049514,0.92544484,0.58739656,7.487513,5.9286213,3.6758263,2.245368,0.30352268,0.7636806,29.644567,0.4001887,-4.004419,-3.6779134,5.491734,2.9482052,-14.123971,-1.117638,0.019355211,1.1363357,1.1526616,0.49881473,7.0853777,0.55429393,3.7065105,2.5496497,22.564264,0.52584875,710.47076,0.2727908,1396.1576,0.18194324,-77.26663,-1.1625624,1769.3854,0.14672066,1104.5701,0.35064006,-79.76183,-1.0332931,2800.0723,0.08359946,1015.80676,0.3677152,-83.600914,-0.9529874,-13.458783,-0.5925116,24.413343,0.35233566,0.056824576,0.28910062,-0.02344943,-0.601662,0.37186226,0.59093916,34.205025,0.2496698,-5.7305293,-2.6306527,4.9682274,3.451601,-18.762672,-0.74477035,-8.59979,16.229788,0.031028565,-0.012180659,0.16325364,2.9352903,2.0763564,0.31225806,0.22649801,0.15896551,0.1698345,-23.914967
69BopbFc34U.000,24.364954,0.13025004,23.016754,24.647867,26.052525,3.0357704,160.38599,160.9015,53.876724,80.5883,0.26525348,0.785381,0.06035494,0.23922665,0.43019965,0.3698447,3.379412,2.24676,2.643191,2.4170756,0.11265135,0.92666066,25.59989,0.52412236,10.941611,1.0733546,21.32405,0.69396734,10.393631,1.0755392,0.027005902,1.912346,0.9270162,0.8200669,6.1583123,0.43622383,9.01511,2.015626,29.293818,0.6015721,584.0031,0.39012688,1412.0985,0.15688996,-132.93245,-0.642944,1666.5891,0.15392633,1019.00507,0.27314344,-136.3915,-0.5883883,2749.2026,0.10345808,1060.9773,0.3230552,-138.29277,-0.56283927,-21.854557,-0.2971489,30.146698,0.23861206,-0.020794695,-0.972672,-0.015882544,-0.74178326,0.15707636,0.5964374,35.756897,0.2184364,12.354216,0.9071432,29.171581,0.6092122,11.920238,0.9970263,-15.627687,25.395502,-0.026215956,0.0023726858,0.085823365,2.0680454,1.8084395,0.19925925,0.28629074,0.3337037,0.47806826,-29.511606
69BopbFc34U.001,24.28533,0.20736153,23.174253,25.970589,27.142715,3.968462,385.89178,383.26666,79.19149,60.270405,0.20002037,0.7541242,0.058837194,0.1650035,0.31800824,0.25917104,4.2302337,3.0608814,3.0835962,2.663607,0.10174644,0.9949539,24.14209,0.59473205,13.513713,0.77347654,18.050856,0.6050836,8.722219,1.2318382,0.044113703,1.483515,1.3335938,0.84504235,5.6623707,0.54391503,12.525378,1.3118652,30.950779,0.39667434,679.7294,0.36739883,1418.2225,0.13512331,-147.85396,-0.5203004,1782.7074,0.16601606,1122.6016,0.26874208,-150.43224,-0.4772739,2852.9883,0.10684123,1116.0428,0.397279,-151.28387,-0.46651143,-25.105509,-0.25429088,34.32514,0.2286083,-0.023638662,-0.8512415,-0.012453426,-1.1026605,0.1575424,0.5976939,35.60884,0.19880295,17.400875,0.54490566,25.37471,0.4382609,11.931579,1.1154279,-14.260638,23.59037,-0.018200519,0.0013134439,0.07786652,3.2021348,2.610442,0.10794871,0.11480595,0.2485,0.2604472,-31.456944
